car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Lexus,IS,2014,152000,Automatic,,Grey,,,            Drive          ,6,,75000
Cadillac,ATS,2018,55000,Automatic,,Black,,,            Drive          ,4,,75000
Audi,A6,2014,71000,Automatic,,Blue,,,            Drive          ,6,,69000
Chrysler,300C,2013,286000,Automatic,,Black,,,            Drive          ,8,,37000
Toyota,Avanza,2016,172000,Automatic,,White,,,            Drive          ,4,,33000
Ford,Expedition,2013,190000,Automatic,,White,,,            Drive          ,8,,35000
Ford,Expedition,2012,210000,Automatic,,Silver,,,            Drive          ,8,,47000
Hyundai,Accent,2010,252000,Manual,,Other,,,            Drive          ,4,,14000
Mercedes-Benz,ML350,2011,154000,Automatic,,Grey,,,            Drive          ,6,,58000
Toyota,Land,2015,217000,Automatic,,Grey,,,            Drive          ,8,,160000
BMW,X6,2014,116000,Automatic,,White,,,            Drive          ,6,,100500
Mazda,CX-9,2010,170000,Automatic,,Black,,,            Drive          ,6,,31000
Toyota,Land,2016,67000,Automatic,,White,,,            Drive          ,6,,120000
Ford,Expedition,2013,182000,Automatic,,White,,,            Drive          ,8,,31000
Kia,Sportage,2016,153000,Automatic,,White,,,            Drive          ,4,,37800
Toyota,Innova,2013,222000,Automatic,,White,,,            Drive          ,4,,40000
BMW,7,2017,181000,Automatic,,White,,,            Drive          ,4,,132000
Kia,Sportage,2016,118000,Automatic,,Brown,,,            Drive          ,4,,50000
Lexus,LX,2018,114000,Automatic,,White,,,            Drive          ,8,,339000
Dodge,Charger,2013,307000,Automatic,,White,,,            Drive          ,6,,32000
Toyota,Corolla,2019,321000,Automatic,,Grey,,,            Drive          ,4,,60000
Hyundai,Elantra,2017,146000,Automatic,,Blue,,,            Drive          ,4,,46000
BMW,6,2013,235000,Automatic,,Grey,,,            Drive          ,6,,60000
Jaguar,XF,2012,229000,Automatic,,Black,,,            Drive          ,6,,42000
Toyota,Land,2014,292000,Manual,,White,,,            Drive          ,6,,110000
Nissan,Patrol,2016,173000,Automatic,,White,,,            Drive          ,8,,117000
Nissan,Maxima,2017,148000,Automatic,,Silver,,,            Drive          ,6,,55000
Hyundai,Tucson,2019,84000,Automatic,,Red,,,            Drive          ,4,,71000
Jeep,Wrangler,2016,102000,Automatic,,Black,,,            Drive          ,6,,105000
BMW,5,2013,209000,Automatic,,Black,,,            Drive          ,4,,48000
Toyota,Hilux,2014,310000,Manual,,White,,,            Drive          ,4,,56000
Infiniti,QX80,2014,183000,Automatic,,Silver,,,            Drive          ,8,,90000
Hyundai,Elantra,2019,85000,Automatic,,Grey,,,            Drive          ,4,,56000
Cadillac,ESCALADE,2016,173000,Automatic,,Black,,,            Drive          ,8,,163000
Chevrolet,Caprice,2013,179000,Automatic,,White,,,            Drive          ,8,,48000
Ford,Expedition,2013,291000,Automatic,,Black,,,            Drive          ,8,,45000
GMC,Acadia,2013,294000,Automatic,,Other,,,            Drive          ,6,,30000
Mercedes-Benz,GL-Class,2014,144000,Automatic,,Black,,,            Drive          ,8,,115000
Toyota,Fortuner,2016,179000,Automatic,,Silver,,,            Drive          ,6,,81500
Audi,S5,2010,199000,Automatic,,,,,            Drive          ,8,,35500
Toyota,Yaris,2015,267000,Automatic,,Black,,,            Drive          ,4,,30000
Ford,Explorer,2010,152000,Automatic,,White,,,            Drive          ,6,,23000
Mercedes-Benz,E-Class,2018,65000,Automatic,,Grey,,,            Drive          ,4,,177000
Chevrolet,Tahoe,2015,152000,Automatic,,Brown,,,            Drive          ,8,,110000
BMW,X5,2014,97000,Automatic,,Grey,,,            Drive          ,8,,90000
Ford,Edge,2014,237000,Automatic,,Black,,,            Drive          ,6,,50000
Lexus,ES,2015,300000,Automatic,,Silver,,,            Drive          ,6,,75000
Toyota,Fortuner,2013,72000,,,White,,,            Drive          ,,Perfect inside out,24000
Chevrolet,Blazer,2013,190000,,,Black,,,            Drive          ,,Perfect inside out,27000
Hyundai,Accent,2018,138000,,,Gray,,,            Drive          ,,Perfect inside out,36000
Hyundai,Accent,2017,140000,,,Gray,,,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2013,21000,,,Blue,,,            Drive          ,,Perfect inside out,33500
Toyota,Yaris,2019,44000,,,White,,,            Drive          ,,Perfect inside out,39500
Daihatsu,Terios,2014,280000,,,Blue,,,            Drive          ,,Perfect inside out,29000
Kia,Pegas,2021,17000,,,Blue,,,            Drive          ,,Perfect inside out,38500
Toyota,Camry,2017,112000,,,Black,,,            Drive          ,,Perfect inside out,58000
Toyota,Corolla,2018,149000,,,Silver,,,            Drive          ,,Perfect inside out,44500
Toyota,Yaris,2019,122000,,,White,,,            Drive          ,,Perfect inside out,38500
Lexus,ES,2021,35000,,,White,,,            Drive          ,,Perfect inside out,40000
Hyundai,Elantra,2017,110000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2016,77000,,,Black,,,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2012,190000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2013,100000,,,White,,,            Drive          ,,Perfect inside out,19000
Toyota,Yaris,2015,185000,,,Black,,,            Drive          ,,Perfect inside out,24000
Toyota,Corolla,2009,300000,,,Silver,,,            Drive          ,,Perfect inside out,12000
Hyundai,Elantra,2012,124000,,,White,,,            Drive          ,,Perfect inside out,16000
Toyota,Camry,2008,220000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2005,250000,,,Silver,,,            Drive          ,,Perfect inside out,8000
Kia,Sportage,2016,120000,,,Red,,,            Drive          ,,Perfect inside out,25000
Hyundai,Accent,2012,100000,,,Silver,,,            Drive          ,,Perfect inside out,19000
Toyota,Camry,2008,85000,,,White,,,            Drive          ,,Perfect inside out,22000
Hyundai,Elantra,2013,150000,,,Blue,,,            Drive          ,,Perfect inside out,15000
Toyota,Hilux,2014,190000,,,White,,,            Drive          ,,Perfect inside out,30000
Hyundai,Accent,2012,190000,,,Black,,,            Drive          ,,Perfect inside out,14000
Hyundai,Elantra,2017,82000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Land,2018,93000,,,White,,,            Drive          ,,Perfect inside out,30000
Kia,Picanto,2015,16000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,XA,2017,119000,,,White,,,            Drive          ,,Perfect inside out,35000
Isuzu,Reward,2015,20000,,,White,,,            Drive          ,,Perfect inside out,45000
Toyota,Corolla,2013,91000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2007,350000,,,Silver,,,            Drive          ,,Perfect inside out,11000
Hyundai,Sonata,2008,253000,,,Red,,,            Drive          ,,Perfect inside out,9000
Hyundai,Elantra,2005,300000,,,Gray,,,            Drive          ,,Perfect inside out,6000
Mercedes-Benz,450,2018,21076,Automatic,Petrol,White,4.0,3000.0,            Rear Wheel Drive          ,6,Perfect inside out,301750
Mercedes-Benz,450,2018,52529,Automatic,Petrol,Black,4.0,3000.0,            Rear Wheel Drive          ,6,Perfect inside out,290250
GMC,Yukon,2018,53726,Automatic,Petrol,Black,5.0,5328.0,            Rear Wheel Drive          ,8,Perfect inside out,151100
Toyota,Corolla,2007,140000,Automatic,Petrol,Silver,4.0,1600.0,            Rear Wheel Drive          ,4,Perfect inside out,10000
Toyota,Corolla,2010,140000,Automatic,Petrol,White,4.0,1600.0,            Rear Wheel Drive          ,4,Perfect inside out,13000
Land Rover,Rover,2019,17000,Automatic,,Grey,,,            Drive          ,6,,380000
Ford,Flex,2014,232000,Automatic,,Red,,,            Drive          ,6,,40000
Audi,Q7,2018,114000,Automatic,,White,,,            Drive          ,4,,162550
Toyota,Camry,2014,158000,Automatic,,White,,,            Drive          ,4,,35000
Chevrolet,Tahoe,2010,347000,Automatic,,White,,,            Drive          ,8,,43500
MG,RX8,2020,21000,Automatic,,Black,,,            Drive          ,4,,90000
Kia,Grand,2016,147000,Automatic,,Blue,,,            Drive          ,6,,43000
Lexus,RX,2013,204000,Automatic,,White,,,            Drive          ,6,,81000
Haval,H6,2020,92000,Automatic,,Blue,,,            Drive          ,4,,65000
Honda,Accord,2015,318000,Automatic,,White,,,            Drive          ,4,,44000
Nissan,Altima,2014,224000,Automatic,,Black,,,            Drive          ,4,,37800
Dodge,Durango,2017,136000,Automatic,,Other,,,            Drive          ,6,,70000
GMC,Yukon,2013,347000,Automatic,,Black,,,            Drive          ,8,,46000
Jeep,Wrangler,2019,11000,Automatic,,Other,,,            Drive          ,6,,190000
Ford,Expedition,2016,214000,Automatic,,White,,,            Drive          ,6,,85000
GMC,Yukon,2011,292000,Automatic,,Brown,,,            Drive          ,8,,41000
Chevrolet,Tahoe,2016,174000,Automatic,,,,,            Drive          ,8,,94500
Toyota,Hilux,2016,195000,Automatic,,White,,,            Drive          ,4,,67000
Toyota,Yaris,2017,105000,Automatic,,White,,,            Drive          ,4,,36000
Kia,Sportage,2014,295000,Automatic,,Orange,,,            Drive          ,4,,41000
BMW,7,2017,61000,Automatic,,Silver,,,            Drive          ,6,,157000
Chevrolet,Spark,2020,60000,Automatic,,Black,,,            Drive          ,4,,37000
Nissan,Pickup,2015,149000,Manual,,White,,,            Drive          ,4,,46800
Hyundai,Elantra,2015,401000,Automatic,,Silver,,,            Drive          ,4,,30000
Chevrolet,Tahoe,2014,236000,Automatic,,Gold,,,            Drive          ,8,,65000
Toyota,Land,2011,292000,Automatic,,Silver,,,            Drive          ,6,,76000
Toyota,Camry,2016,305000,Automatic,,Blue,,,            Drive          ,4,,51500
Kia,Optima,2018,235000,Automatic,,Grey,,,            Drive          ,4,,42000
Mazda,6,2014,318000,Automatic,,Grey,,,            Drive          ,4,,28000
Nissan,Pickup,2016,112000,Manual,,White,,,            Drive          ,4,,30000
Changan,Alsvin,2022,47000,Automatic,,Silver,,,            Drive          ,4,,40000
Mitsubishi,Pajero,2016,131000,Automatic,,White,,,            Drive          ,6,,60000
Hyundai,Accent,2017,286000,Automatic,,White,,,            Drive          ,4,,27000
GAC,GS8,2020,42000,Automatic,,Blue,,,            Drive          ,4,,75000
Chevrolet,Malibu,2015,347000,Automatic,,White,,,            Drive          ,6,,26000
Ford,Explorer,2014,278000,Automatic,,Black,,,            Drive          ,6,,36000
Lexus,GX,2014,275000,Automatic,,White,,,            Drive          ,8,,100000
Toyota,FJ,2016,135000,Automatic,,Blue,,,            Drive          ,6,,110000
Dodge,Durango,2014,270000,Automatic,,White,,,            Drive          ,6,,48000
Dodge,Durango,2014,275000,Automatic,,,,,            Drive          ,8,,51000
Toyota,Rush,2021,77000,Automatic,,Red,,,            Drive          ,4,,57000
Lincoln,MKC,2015,60000,Automatic,,Red,,,            Drive          ,4,,76000
Renault,Duster,2013,215000,Automatic,,White,,,            Drive          ,4,,16000
Ford,Expedition,2013,188000,Automatic,,Black,,,            Drive          ,8,,43000
GMC,Sierra,2016,245000,Automatic,,Silver,,,            Drive          ,8,,68000
Toyota,Camry,2017,255000,Automatic,,White,,,            Drive          ,4,,46500
Haval,H2,2020,25000,Automatic,,Red,,,            Drive          ,4,,49000
Porsche,Cayenne,2014,220000,Automatic,,Brown,,,            Drive          ,6,,99000
Mercedes-Benz,S-Class,2016,100000,Automatic,,Black,,,            Drive          ,6,,225000
Ford,Flex,2014,205000,Automatic,,Other,,,            Drive          ,6,,37000
Chevrolet,Tahoe,2012,145000,Automatic,,Gold,,,            Drive          ,8,,48000
Honda,Accord,2017,341000,Automatic,,Silver,,,            Drive          ,4,,66500
Mitsubishi,Pajero,2014,295000,Automatic,,White,,,            Drive          ,6,,30000
Audi,A8,2016,86000,Automatic,,Brown,,,            Drive          ,6,,122000
Hyundai,Tucson,2016,177000,Automatic,,,,,            Drive          ,4,,55000
Lexus,ES,2010,455000,Automatic,,White,,,            Drive          ,6,,30000
Chevrolet,Suburban,2010,222000,Automatic,,White,,,            Drive          ,8,,28000
MG,5,2020,80000,Automatic,,Gold,,,            Drive          ,4,,36000
BMW,X1,2016,155000,Automatic,,Black,,,            Drive          ,4,,78000
Ford,Expedition,2014,161000,Automatic,,Blue,,,            Drive          ,8,,60000
Chevrolet,Epica,2011,168000,Automatic,,Silver,,,            Drive          ,6,,15000
Chrysler,300C,2018,53000,Automatic,,White,,,            Drive          ,8,,101500
Kia,Sportage,2018,130000,,,Red,,,            Drive          ,,Perfect inside out,60000
Toyota,Corolla,2013,254000,,,Silver,,,            Drive          ,,Perfect inside out,9000
Toyota,Camry,2013,261000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Innova,2008,150000,,,White,,,            Drive          ,,Perfect inside out,15000
Hyundai,Sonata,2016,135000,,,Black,,,            Drive          ,,Perfect inside out,22000
Hyundai,Sonata,2019,90000,,,Silver,,,            Drive          ,,Perfect inside out,57000
Hyundai,Tucson,2017,197000,,,Black,,,            Drive          ,,Perfect inside out,52000
Toyota,Rush,2020,690000,,,Silver,,,            Drive          ,,Perfect inside out,63000
Hyundai,Elantra,2017,48000,,,Red,,,            Drive          ,,Perfect inside out,20000
Hyundai,Sonata,2017,212000,,,Silver,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2014,222000,,,White,,,            Drive          ,,Perfect inside out,24000
Toyota,Corolla,2006,387000,,,Silver,,,            Drive          ,,Perfect inside out,6000
Toyota,Aurion,2013,235000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2010,116000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Hyundai,Sonata,2019,51000,,,Brown,,,            Drive          ,,Perfect inside out,62000
Toyota,Land,2012,100000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2007,220000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Fortuner,2018,129700,Automatic,Petrol,White,5.0,4000.0,            All Wheel Drive          ,6,Minor wear and tear,110500
Chevrolet,Captiva,2007,187000,Automatic,Petrol,Silver,4.0,2400.0,            Front Wheel Drive          ,4,Perfect inside out,18000
Hyundai,Elantra,2016,125000,Automatic,Petrol,Silver,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,18000
Land Rover,Rover,2015,97500,Automatic,Petrol,Silver,4.0,2000.0,            All Wheel Drive          ,4,Minor wear and tear,120000
Toyota,Camry,2004,220000,,,Gold,,,            Drive          ,,Perfect inside out,6000
Hyundai,Elantra,2016,193000,,,Silver,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2011,300000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Yaris,2011,300000,,,White,,,            Drive          ,,Perfect inside out,10000
Kia,Sportage,2019,31000,,,White,,,            Drive          ,,Perfect inside out,30000
Mercedes-Benz,450,2018,43014,Automatic,Petrol,White,4.0,3000.0,            Rear Wheel Drive          ,6,Perfect inside out,287950
Hyundai,Elantra,2016,75000,,,Silver,,,            Drive          ,,Perfect inside out,20000
GMC,Yukon,2018,27265,Automatic,Petrol,Black,5.0,5328.0,            Rear Wheel Drive          ,8,Perfect inside out,159150
Toyota,Corolla,2013,150000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Hyundai,Tucson,2008,253000,,,Red,,,            Drive          ,,Perfect inside out,11000
Toyota,Corolla,2013,280000,,,Blue,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2017,138000,,,White,,,            Drive          ,,Perfect inside out,24000
Toyota,Camry,2006,300000,,,Silver,,,            Drive          ,,Perfect inside out,7000
GMC,Acadia,2010,280000,Automatic,Petrol,White,5.0,3600.0,            All Wheel Drive          ,6,Perfect inside out,28000
Hyundai,Tucson,2016,201000,Automatic,,White,,,            Drive          ,4,,50000
Mazda,CX-5,2013,115000,Automatic,,Grey,,,            Drive          ,4,,45000
Ford,Expedition,2014,204000,Automatic,,Black,,,            Drive          ,8,,55000
Toyota,Rav4,2012,184000,Automatic,,White,,,            Drive          ,4,,36000
Chevrolet,Malibu,2017,92000,Automatic,,Red,,,            Drive          ,4,,43000
Chevrolet,Silverado,2010,173000,Automatic,,Other,,,            Drive          ,8,,26000
Mazda,CX-9,2015,231000,Automatic,,White,,,            Drive          ,6,,51000
Hyundai,Tucson,2017,62000,Automatic,,Grey,,,            Drive          ,4,,69000
Hyundai,Santa,2013,219000,Automatic,,White,,,            Drive          ,6,,40800
Mercedes-Benz,C-Class,2013,237000,Automatic,,White,,,            Drive          ,4,,48000
Honda,Pilot,2016,268000,Automatic,,Other,,,            Drive          ,6,,60000
Hyundai,Santa,2012,343000,Automatic,,Black,,,            Drive          ,6,,27000
Nissan,Maxima,2017,182000,Automatic,,White,,,            Drive          ,6,,60000
Changan,CS95,2019,115000,Automatic,,Brown,,,            Drive          ,4,,77000
Kia,Sorento,2013,150000,Automatic,,White,,,            Drive          ,6,,35800
Jeep,Grand,2015,150000,Automatic,,Black,,,            Drive          ,6,,75000
Hyundai,Azera,2016,155000,Automatic,,White,,,            Drive          ,6,,65000
Dodge,Charger,2014,353000,Automatic,,Red,,,            Drive          ,6,,34000
Honda,Accord,2017,146000,Automatic,,White,,,            Drive          ,4,,60000
Hyundai,Sonata,2017,200000,Automatic,,White,,,            Drive          ,4,,40000
Hyundai,Santa,2016,171000,Automatic,,White,,,            Drive          ,6,,45000
Honda,Odyssey,2016,343000,Automatic,,Silver,,,            Drive          ,4,,55000
Ford,Mustang,2018,54000,Automatic,,White,,,            Drive          ,4,,110000
Lexus,ES,2018,156000,Automatic,,White,,,            Drive          ,6,,122000
Toyota,Land,2016,128000,Automatic,,Silver,,,            Drive          ,6,,113000
Mazda,CX-9,2010,284000,Automatic,,Black,,,            Drive          ,6,,30000
Toyota,Yaris,2016,231000,Automatic,,Silver,,,            Drive          ,4,,29000
Toyota,Camry,2019,110000,Automatic,,White,,,            Drive          ,4,,71500
GMC,Terrain,2013,213000,Automatic,,Black,,,            Drive          ,6,,30000
Toyota,Hilux,2016,247000,Manual,,White,,,            Drive          ,4,,72000
Mercedes-Benz,S-Class,2015,346000,Automatic,,Blue,,,            Drive          ,6,,125000
Hyundai,Sonata,2016,250000,Automatic,,Brown,,,            Drive          ,4,,38000
Ford,Expedition,2011,444000,Automatic,,Black,,,            Drive          ,8,,35000
Geely,Emgrand,2015,287000,Automatic,,Silver,,,            Drive          ,4,,20000
Dodge,Charger,2017,275000,Automatic,,Other,,,            Drive          ,8,,72000
Lexus,LX,2018,81000,Automatic,,Silver,,,            Drive          ,8,,360000
Mazda,6,2019,54000,Automatic,,Red,,,            Drive          ,4,,103000
Mercedes-Benz,ML350,2014,244000,Automatic,,Grey,,,            Drive          ,6,,70000
Kia,Sorento,2014,323000,Automatic,,White,,,            Drive          ,6,,33000
Chevrolet,Tahoe,2014,344000,Automatic,,Black,,,            Drive          ,8,,66000
Hyundai,Accent,2015,102000,Automatic,,White,,,            Drive          ,4,,28000
Mercedes-Benz,C-Class,2017,55000,Automatic,,White,,,            Drive          ,8,,250000
Toyota,Camry,2016,140000,Automatic,,White,,,            Drive          ,4,,41000
Mazda,6,2017,87000,Automatic,,Red,,,            Drive          ,4,,55000
Toyota,Land,2021,37,Automatic,Petrol,White,5.0,4000.0,            All Wheel Drive          ,6,Perfect inside out,177000
GMC,Envoy,2007,280000,Automatic,Petrol,White,5.0,,            All Wheel Drive          ,6,Perfect inside out,20000
Kia,Sportage,2018,13000,Automatic,Petrol,Red,5.0,1998.0,            Front Wheel Drive          ,4,Perfect inside out,45000
Ford,Focus,2016,107000,Manual,Petrol,Yellow,5.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,53000
GMC,Terrain,2013,83550,Automatic,Petrol,Black,4.0,3000.0,            All Wheel Drive          ,6,Minor wear and tear,36000
Mercedes-Benz,GLA,2018,96000,Automatic,Petrol,Other,4.0,3.0,            Front Wheel Drive          ,6,Perfect inside out,42000
Mercedes-Benz,CLC,2017,96800,Automatic,Petrol,Red,4.0,3.0,            Front Wheel Drive          ,6,Perfect inside out,47000
Toyota,Land,2014,67000,,,White,,,            Drive          ,,Perfect inside out,26000
Toyota,Camry,2014,125000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Fortuner,2012,184000,,,Beige,,,            Drive          ,,Perfect inside out,22000
Toyota,Fortuner,2013,184000,,,Silver,,,            Drive          ,,Perfect inside out,23000
Toyota,Fortuner,2012,195000,,,White,,,            Drive          ,,Perfect inside out,22000
Hyundai,Elantra,2016,195000,,,White,,,            Drive          ,,Perfect inside out,17000
Toyota,Fortuner,2013,163000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Fortuner,2012,235000,,,Silver,,,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2009,209000,,,White,,,            Drive          ,,Perfect inside out,11000
Toyota,Camry,2020,209000,,,Silver,,,            Drive          ,,Perfect inside out,51000
Hyundai,Sonata,2018,280000,,,White,,,            Drive          ,,Perfect inside out,33000
Toyota,Corolla,2017,160000,,,Black,,,            Drive          ,,Perfect inside out,17000
Hyundai,Elantra,2014,140000,,,Silver,,,            Drive          ,,Perfect inside out,20000
Hyundai,Tucson,2018,96000,,,Blue,,,            Drive          ,,Perfect inside out,38500
Toyota,Corolla,2013,196000,,,White,,,            Drive          ,,Perfect inside out,12000
Hyundai,Elantra,2015,240000,,,Brown,,,            Drive          ,,Perfect inside out,11000
Land Rover,Rover,2009,255000,,,Black,,,            Drive          ,,Perfect inside out,13000
Land Rover,Rover,2011,155000,,,Brown,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2020,80000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Rav4,2013,215000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Yaris,2008,132000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2015,185000,,,Black,,,            Drive          ,,Perfect inside out,12000
Toyota,Camry,2008,200000,,,Blue,,,            Drive          ,,Perfect inside out,11000
Toyota,Corolla,2015,93267,,,Silver,,,            Drive          ,,Perfect inside out,26000
Hyundai,Elantra,2015,63000,,,White,,,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2010,127000,,,Silver,,,            Drive          ,,Perfect inside out,16000
Toyota,Yaris,2011,280000,,,White,,,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2015,114000,,,White,,,            Drive          ,,Perfect inside out,23000
Toyota,Corolla,2013,192000,,,Red,,,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2010,168000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2014,127000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2014,95000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2013,192647,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2010,274000,,,White,,,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2009,350000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2006,300000,,,White,,,            Drive          ,,Perfect inside out,6000
Ford,Mustang,2014,99000,Automatic,Petrol,White,2.0,,            All Wheel Drive          ,6,Perfect inside out,45000
Honda,Accord,2013,420000,Automatic,,White,,,            Drive          ,4,,41000
Ford,Focus,2013,119000,Automatic,,Silver,,,            Drive          ,4,,19800
Audi,RS3,2018,38000,Automatic,,Black,,,            Drive          ,5,,180000
Chevrolet,Tahoe,2013,190000,Automatic,,Brown,,,            Drive          ,8,,58000
Toyota,Rav4,2013,175000,Automatic,,White,,,            Drive          ,4,,30000
Mazda,6,2016,304000,Automatic,,Grey,,,            Drive          ,4,,30000
Chevrolet,Tahoe,2012,235000,Automatic,,Grey,,,            Drive          ,8,,46000
Toyota,Land,2019,45000,Automatic,,White,,,            Drive          ,8,,233500
Toyota,Camry,2017,157000,Automatic,,White,,,            Drive          ,4,,45000
Hyundai,Creta,2018,142000,Automatic,,White,,,            Drive          ,4,,54000
Chevrolet,Suburban,2020,37000,Automatic,,Grey,,,            Drive          ,8,,174000
Toyota,Camry,2016,181000,Automatic,,White,,,            Drive          ,4,,58000
Toyota,Hilux,2015,188000,Manual,,White,,,            Drive          ,4,,51500
Isuzu,D-MAX,2018,171000,Manual,,White,,,            Drive          ,4,,78000
Toyota,Land,2013,150000,Automatic,,White,,,            Drive          ,8,,142000
Ford,Figo,2017,212000,Automatic,,Other,,,            Drive          ,4,,18000
Porsche,Cayenne,2008,192000,Automatic,Petrol,Bronze,4.0,4800.0,            All Wheel Drive          ,8,Perfect inside out,40000
Lexus,ES,2017,246000,Automatic,,White,,,            Drive          ,6,,120000
Hyundai,Sonata,2017,97000,Automatic,,Red,,,            Drive          ,4,,62000
Ford,Taurus,2015,158000,Automatic,,Black,,,            Drive          ,6,,49500
Dodge,Charger,2018,132000,Automatic,,Grey,,,            Drive          ,6,,60000
Nissan,Altima,2018,56000,Automatic,,White,,,            Drive          ,4,,69000
Toyota,Fortuner,2018,203000,Automatic,,Black,,,            Drive          ,4,,72500
Lexus,RX,2017,69000,Automatic,,Black,,,            Drive          ,6,,172000
Toyota,Yaris,2017,130000,Automatic,,White,,,            Drive          ,4,,34800
Mercedes-Benz,S-Class,2014,146000,Automatic,,Black,,,            Drive          ,8,,153000
Kia,Grand,2018,177000,Automatic,,Other,,,            Drive          ,6,,62000
Lexus,LX,2020,32000,Automatic,,White,,,            Drive          ,8,,429000
GMC,Yukon,2015,251000,Automatic,,Black,,,            Drive          ,8,,90000
Toyota,Highlander,2020,18000,Automatic,,White,,,            Drive          ,4,,148000
Kia,Optima,2015,181000,Automatic,,Other,,,            Drive          ,4,,40000
Infiniti,QX60,2014,93000,Automatic,,Grey,,,            Drive          ,6,,71500
Ford,Expedition,2014,270000,Automatic,,Grey,,,            Drive          ,8,,44000
Mitsubishi,Pajero,2017,100000,Automatic,,White,,,            Drive          ,6,,53000
Mercedes-Benz,C-Class,2019,122000,Automatic,,White,,,            Drive          ,4,,155000
Renault,Safrane,2012,232000,Automatic,,White,,,            Drive          ,4,,22000
Ford,Expedition,2012,397000,Automatic,,White,,,            Drive          ,8,,31000
Toyota,Land,2019,121500,Automatic,,White,,,            Drive          ,6,,142000
Lexus,ES,2021,4500,Automatic,,Other,,,            Drive          ,4,,187000
Chevrolet,Traverse,2012,185000,Automatic,,White,,,            Drive          ,6,,30000
Kia,Grand,2012,214000,Automatic,,Blue,,,            Drive          ,6,,28000
Toyota,Land,2015,88000,Automatic,,White,,,            Drive          ,8,,150000
Toyota,Camry,2008,140000,Automatic,Petrol,Burgundy,4.0,2487.0,            Front Wheel Drive          ,4,Perfect inside out,17000
Toyota,Hilux,2010,136000,,,White,,,            Drive          ,,Perfect inside out,28000
Toyota,Corolla,2016,55000,,,Gray,,,            Drive          ,,Perfect inside out,28000
Hyundai,Tucson,2018,99000,,,Black,,,            Drive          ,,Perfect inside out,25000
Chevrolet,Spark,2016,140000,,,White,,,            Drive          ,,Perfect inside out,20500
Toyota,Corolla,2018,152000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Avensis,2008,150000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2010,195000,,,Beige,,,            Drive          ,,Perfect inside out,13500
Hyundai,Elantra,2012,14000,,,Silver,,,            Drive          ,,Perfect inside out,196000
Toyota,Corolla,2012,163000,,,Black,,,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2015,319000,,,Gold,,,            Drive          ,,Perfect inside out,15000
Toyota,Yaris,2015,160000,,,Blue,,,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2004,248000,,,Silver,,,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2012,270000,,,Gray,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2015,181000,,,Silver,,,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2010,160000,,,White,,,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2014,95000,,,Silver,,,            Drive          ,,Perfect inside out,15000
