car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Kia,Cadenza,2015,369000,Automatic,,,,,            Drive          ,6,,36000
Chevrolet,Tahoe,2017,132000,Automatic,,,,,            Drive          ,8,,120000
Ford,Explorer,2012,336000,Automatic,,,,,            Drive          ,6,,41000
Ford,Edge,2014,130000,Automatic,,,,,            Drive          ,6,,56000
Mazda,6,2017,107000,Automatic,,,,,            Drive          ,4,,51000
Lexus,LX,2018,99000,Automatic,,,,,            Drive          ,8,,365000
Ford,Explorer,2015,127000,Automatic,,,,,            Drive          ,6,,60000
BMW,3,2014,222000,Automatic,,,,,            Drive          ,4,,41000
Toyota,Corolla,2020,16000,Automatic,,,,,            Drive          ,4,,67000
Chevrolet,Tahoe,2012,265000,Automatic,,,,,            Drive          ,8,,45000
Chevrolet,Tahoe,2015,281000,Automatic,,,,,            Drive          ,8,,100000
Ford,Flex,2011,372000,Automatic,,,,,            Drive          ,6,,25000
Nissan,Patrol,2019,66000,Automatic,,,,,            Drive          ,6,,170000
Toyota,4Runner,2006,210000,Manual,Petrol,Silver,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,7000
Toyota,Corolla,2021,18000,Automatic,Petrol,White,4.0,1.0,            Front Wheel Drive          ,3,Minor wear and tear,68000
Toyota,4Runner,2006,210000,Manual,Petrol,Silver,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,7000
Toyota,Camry,2008,44000,,,White,,,            Drive          ,,Perfect inside out,16000
Honda,Accord,2012,290000,,,Black,,,            Drive          ,,Perfect inside out,18000
Hyundai,Elantra,2016,125000,,,Bronze,,,            Drive          ,,Perfect inside out,18000
Renault,Safrane,2012,243000,Automatic,Petrol,White,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,23000
Toyota,Corolla,2009,91000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2014,125000,,,White,,,            Drive          ,,Perfect inside out,18000
Hyundai,Azera,2013,110000,,,White,,,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2020,35000,Automatic,Petrol,Gray,4.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,14999
Chevrolet,Tahoe,2021,25000,Automatic,Petrol,Gray,5.0,5300.0,            Rear Wheel Drive          ,8,Perfect inside out,208000
Chevrolet,Trailblazer,2005,350000,Automatic,Petrol,Gray,5.0,3600.0,            All Wheel Drive          ,5,Minor wear and tear,15000
Nissan,Altima,2016,223000,,,Gold,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2012,98000,,,White,,,            Drive          ,,Perfect inside out,18000
Toyota,Fortuner,2013,127000,,,Gold,,,            Drive          ,,Perfect inside out,22000
Toyota,Rav4,2010,149000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Toyota,Camry,2008,105000,,,White,,,            Drive          ,,Perfect inside out,9000
Toyota,Camry,2010,200000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2014,75000,,,White,,,            Drive          ,,Perfect inside out,8000
Toyota,Yaris,2013,80000,,,White,,,            Drive          ,,Perfect inside out,11000
Kia,Sportage,2018,115000,,,Red,,,            Drive          ,,Perfect inside out,19000
Toyota,Camry,2010,270000,,,White,,,            Drive          ,,Perfect inside out,9000
Toyota,Camry,2011,143000,,,White,,,            Drive          ,,Perfect inside out,11000
Hyundai,Elantra,2012,370000,,,Brown,,,            Drive          ,,Perfect inside out,11000
Toyota,Hilux,2013,213000,,,White,,,            Drive          ,,Perfect inside out,16000
Toyota,Corolla,2013,35000,,,Gold,,,            Drive          ,,Perfect inside out,11000
Toyota,Corolla,2006,300000,,,Silver,,,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2009,300000,,,Black,,,            Drive          ,,Perfect inside out,8000
Toyota,Camry,2004,400000,,,Blue,,,            Drive          ,,Perfect inside out,6000
Toyota,Corolla,2005,486000,,,Silver,,,            Drive          ,,Perfect inside out,5000
Toyota,Corolla,2014,160000,,,White,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2011,396000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2007,185000,,,Silver,,,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2005,300000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2012,160000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2017,114000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2017,73000,,,White,,,            Drive          ,,Perfect inside out,14000
Hyundai,County,2019,23000,,,Black,,,            Drive          ,,Perfect inside out,17000
Toyota,Rav4,2015,271000,,,Black,,,            Drive          ,,Perfect inside out,38000
Kia,Sportage,2016,70000,,,Red,,,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2020,55000,,,White,,,            Drive          ,,Perfect inside out,45000
Hyundai,Accent,2019,104000,,,Silver,,,            Drive          ,,Perfect inside out,30000
Hyundai,Sonata,2019,101000,,,Black,,,            Drive          ,,Perfect inside out,45000
Hyundai,Accent,2017,138000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Hyundai,Elantra,2018,147000,,,White,,,            Drive          ,,Perfect inside out,27000
Hyundai,Elantra,2013,100000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2012,200000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2013,300000,,,Silver,,,            Drive          ,,Perfect inside out,12000
Hyundai,Tucson,2018,180000,,,Black,,,            Drive          ,,Perfect inside out,29000
Toyota,Corolla,2017,70000,,,White,,,            Drive          ,,Perfect inside out,28000
Lexus,ES,2019,52000,,,White,,,            Drive          ,,Perfect inside out,60000
Toyota,Camry,2019,88000,,,White,,,            Drive          ,,Perfect inside out,89000
Toyota,Corolla,2013,193000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2014,170000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2017,32000,,,White,,,            Drive          ,,Perfect inside out,23000
Toyota,Hilux,2015,160000,,,White,,,            Drive          ,,Perfect inside out,55000
Hyundai,Accent,2015,362000,,,Black,,,            Drive          ,,Perfect inside out,19000
Hyundai,Accent,2017,250000,,,White,,,            Drive          ,,Perfect inside out,30000
Haval,H6,2020,49000,Automatic,Petrol,Brown,5.0,1998.0,            Front Wheel Drive          ,4,Perfect inside out,65000
Chevrolet,Optra,2010,270000,,,Black,,,            Drive          ,,Perfect inside out,10000
Hyundai,Accent,2005,270000,,,Blue,,,            Drive          ,,Perfect inside out,5000
Toyota,Yaris,2013,242,Automatic,Petrol,Silver,,,            Drive          ,,,20000
Ford,Mustang,2010,72000,Automatic,Petrol,Red,2.0,4000.0,            Rear Wheel Drive          ,6,Perfect inside out,34000
Mercedes-Benz,C-Class,2017,169230,Automatic,Petrol,Blue,4.0,1991.0,            Rear Wheel Drive          ,4,Minor wear and tear,96000
BMW,7,2013,157000,Automatic,,,,,            Drive          ,6,,73000
Hyundai,Elantra,2013,361000,Automatic,,,,,            Drive          ,4,,26000
GMC,Sierra,2020,3000,Automatic,,,,,            Drive          ,8,,168000
Hyundai,Accent,2019,64000,Automatic,,,,,            Drive          ,4,,49000
Hyundai,Elantra,2017,104000,Automatic,,,,,            Drive          ,4,,45000
Nissan,Altima,2014,261000,Automatic,,,,,            Drive          ,4,,36000
Toyota,Yaris,2013,295000,Manual,,,,,            Drive          ,4,,18000
Ford,Focus,2014,212000,Automatic,,,,,            Drive          ,4,,24000
Dodge,Challenger,2015,85000,Automatic,,,,,            Drive          ,5,,188000
Toyota,Camry,2013,224000,Automatic,,,,,            Drive          ,4,,38000
Toyota,Hiace,2014,352000,Automatic,,,,,            Drive          ,4,,41000
Toyota,Hiace,2014,288000,Automatic,,,,,            Drive          ,4,,41000
Ford,Mustang,2017,98000,Automatic,,,,,            Drive          ,6,,91500
Renault,Fluence,2015,178000,Automatic,,,,,            Drive          ,4,,21000
Nissan,Patrol,2015,125000,Automatic,,,,,            Drive          ,8,,125000
Honda,Accord,2021,24000,Automatic,,,,,            Drive          ,4,,116000
Mercedes-Benz,S-Class,2015,103000,Automatic,,,,,            Drive          ,8,,228500
GMC,Yukon,2016,171000,Automatic,,,,,            Drive          ,8,,117000
Renault,Fluence,2016,200000,Automatic,,,,,            Drive          ,4,,25000
Toyota,Land,2020,25000,Automatic,,,,,            Drive          ,4,,167500
Ford,Explorer,2010,344000,Automatic,,,,,            Drive          ,6,,19000
Land Rover,Rover,2016,193000,Automatic,,,,,            Drive          ,8,,249000
Lexus,ES,2016,40000,Automatic,,,,,            Drive          ,6,,132000
Chevrolet,Tahoe,2016,193000,Automatic,,,,,            Drive          ,8,,110000
Toyota,Rav4,2015,307000,Automatic,,,,,            Drive          ,4,,36000
Renault,Duster,2013,137000,Automatic,,,,,            Drive          ,4,,17000
Ford,Expedition,2015,174000,Automatic,,,,,            Drive          ,6,,78500
Volkswagen,Tiguan,2020,52000,Automatic,,,,,            Drive          ,4,,110000
Lexus,ES,2019,63000,Automatic,,Grey,,,            Drive          ,6,,163000
Kia,Optima,2015,148000,Automatic,,,,,            Drive          ,4,,36000
Toyota,Yaris,2021,30000,Automatic,,,,,            Drive          ,4,,55000
Chevrolet,Camaro,2010,220000,Automatic,,,,,            Drive          ,8,,45000
Infiniti,Q70,2015,251000,Automatic,,,,,            Drive          ,6,,51000
Mazda,6,2014,194000,Automatic,,,,,            Drive          ,4,,40000
BMW,Z4,2020,26000,Automatic,,,,,            Drive          ,4,,225000
GMC,Yukon,2012,258000,Automatic,,,,,            Drive          ,8,,55000
Chrysler,300C,2013,346000,Automatic,,,,,            Drive          ,8,,33000
Toyota,Avalon,2011,265000,Automatic,,,,,            Drive          ,6,,41000
Toyota,Fortuner,2022,17000,Automatic,,,,,            Drive          ,4,,135000
Infiniti,QX60,2015,61000,Automatic,,,,,            Drive          ,6,,76500
Toyota,Land,2013,94000,Automatic,,,,,            Drive          ,6,,127000
Kia,Rio,2014,147000,Automatic,,,,,            Drive          ,4,,26000
Toyota,Yaris,2021,6900,Automatic,,,,,            Drive          ,4,,58000
Hyundai,Accent,2016,110000,Automatic,,,,,            Drive          ,4,,27000
Mercedes-Benz,G-Class,2014,200000,Automatic,,,,,            Drive          ,8,,400000
Mercedes-Benz,G-Class,2019,96000,Automatic,,,,,            Drive          ,8,,720000
Hyundai,Elantra,2015,138000,,,White,,,            Drive          ,,Perfect inside out,29000
Hyundai,Azera,2012,300000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Sonata,2012,225000,,,Red,,,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2019,68000,,,White,,,            Drive          ,,Perfect inside out,34000
Toyota,Corolla,2011,360000,,,White,,,            Drive          ,,Perfect inside out,13000
Kia,Optima,2020,54000,,,Silver,,,            Drive          ,,Perfect inside out,36000
Hyundai,Elantra,2014,110000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2014,88000,,,White,,,            Drive          ,,Perfect inside out,11000
Toyota,Yaris,2017,180000,,,Blue,,,            Drive          ,,Perfect inside out,23000
Toyota,Hilux,2014,110000,,,White,,,            Drive          ,,Perfect inside out,38000
Lexus,RX,2010,510000,Automatic,Petrol,Black,4.0,306.0,            Front Wheel Drive          ,6,Perfect inside out,35000
Toyota,Camry,2009,213000,,,White,,,            Drive          ,,Perfect inside out,8000
Nissan,Patrol,2016,272000,Automatic,Petrol,White,5.0,5552.0,            All Wheel Drive          ,8,Minor wear and tear,100000
Hyundai,Elantra,2016,168000,,,Silver,,,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2007,200000,,,Blue,,,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2013,132000,,,White,,,            Drive          ,,Perfect inside out,14000
Toyota,Camry,2004,400000,,,Blue,,,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2010,147000,,,Red,,,            Drive          ,,Perfect inside out,12000
Toyota,Hilux,2008,348000,,,White,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2013,287000,,,White,,,            Drive          ,,Perfect inside out,18000
Toyota,Hilux,2010,136000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Hiace,2008,348000,,,White,,,            Drive          ,,Perfect inside out,25000
Hyundai,Sonata,2010,343000,,,White,,,            Drive          ,,Perfect inside out,14000
Hyundai,Elantra,2019,76000,,,Gray,,,            Drive          ,,Perfect inside out,30000
Audi,A4,2011,76000,,,Red,,,            Drive          ,,Perfect inside out,25000
Hyundai,Tucson,2019,106000,,,Black,,,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2015,181000,,,Brown,,,            Drive          ,,Perfect inside out,15000
Kia,Sportage,2018,115000,,,Red,,,            Drive          ,,Perfect inside out,33000
Toyota,Corolla,2013,287000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Hyundai,Sonata,2008,240000,,,Gray,,,            Drive          ,,Perfect inside out,8996
Toyota,Corolla,2003,300000,,,White,,,            Drive          ,,Perfect inside out,6000
Toyota,Rav4,2016,140000,Automatic,Petrol,White,4.0,2494.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Kia,Cerato,2019,87500,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,46500
Toyota,Camry,2019,7000,Automatic,Petrol,White,4.0,2487.0,            Front Wheel Drive          ,4,Perfect inside out,45000
Toyota,Corolla,2014,140000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Minor wear and tear,25000
Toyota,Corolla,2011,300000,,,White,,,            Drive          ,,Perfect inside out,10000
Kia,Sportage,2018,280000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Land,2009,353000,,,Silver,,,            Drive          ,,Perfect inside out,12000
Nissan,Patrol,2012,225000,,,White,,,            Drive          ,,Perfect inside out,50000
Kia,Sportage,2017,150000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2013,260000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2013,319000,,,Black,,,            Drive          ,,Perfect inside out,15500
Toyota,Land,2011,200000,,,White,,,            Drive          ,,Perfect inside out,60000
Hyundai,Sonata,2015,190000,,,Black,,,            Drive          ,,Perfect inside out,35000
Hyundai,Sonata,2013,230000,,,White,,,            Drive          ,,Perfect inside out,27000
Toyota,Hilux,2017,180000,,,White,,,            Drive          ,,Perfect inside out,63000
Toyota,Land,2004,400000,,,White,,,            Drive          ,,Perfect inside out,27000
Toyota,Corolla,2010,280000,,,White,,,            Drive          ,,Perfect inside out,19000
Toyota,FJ,2012,330000,,,Black,,,            Drive          ,,Perfect inside out,55000
Hyundai,Accent,2018,150000,,,Gray,,,            Drive          ,,Perfect inside out,32000
Hyundai,Accent,2013,280000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Toyota,Land,2006,290000,,,Silver,,,            Drive          ,,Perfect inside out,55000
Hyundai,Elantra,2015,200000,,,Black,,,            Drive          ,,Perfect inside out,33000
Toyota,Fortuner,2012,230000,,,Black,,,            Drive          ,,Perfect inside out,42000
Toyota,Corolla,2004,340000,,,White,,,            Drive          ,,Perfect inside out,13500
Chevrolet,Spark,2017,230000,,,White,,,            Drive          ,,Perfect inside out,50000
Toyota,Land,2015,400000,,,Gold,,,            Drive          ,,Perfect inside out,85000
Toyota,FJ,2008,235000,,,Black,,,            Drive          ,,Perfect inside out,39000
Toyota,FJ,2008,280000,,,Silver,,,            Drive          ,,Perfect inside out,30000
Kia,Sportage,2012,200000,,,Gold,,,            Drive          ,,Perfect inside out,29000
Toyota,Land,2015,400000,,,White,,,            Drive          ,,Perfect inside out,118000
Toyota,Land,2013,430000,,,White,,,            Drive          ,,Perfect inside out,95000
Hyundai,Santa,2014,197000,,,Black,,,            Drive          ,,Perfect inside out,40000
Hyundai,Elantra,2015,230000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2015,138000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2019,88000,,,White,,,            Drive          ,,Perfect inside out,9000
Toyota,Corolla,2019,68000,,,White,,,            Drive          ,,Perfect inside out,55000
Toyota,Corolla,2017,183000,,,Silver,,,            Drive          ,,Perfect inside out,10000
GMC,Acadia,2009,332038,Automatic,Petrol,White,4.0,3600.0,            All Wheel Drive          ,6,Perfect inside out,18000
Toyota,Yaris,2013,190000,,,White,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2015,220000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2014,112000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Land,2013,143000,,,Black,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2006,140000,,,Silver,,,            Drive          ,,Perfect inside out,7000
Hyundai,Accent,2012,189000,,,White,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2014,240000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2008,105000,,,Silver,,,            Drive          ,,Perfect inside out,9000
Toyota,Fortuner,2013,127000,,,Silver,,,            Drive          ,,Perfect inside out,22000
Hyundai,Elantra,2014,400000,,,Silver,,,            Drive          ,,Perfect inside out,17000
Toyota,Yaris,2012,223000,,,Red,,,            Drive          ,,Perfect inside out,17000
Hyundai,Accent,2012,133000,,,White,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2007,64000,,,Blue,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2015,160000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2012,180000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2017,114000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Rav4,2015,260000,,,Black,,,            Drive          ,,Perfect inside out,38000
Chevrolet,Optra,2007,213800,Manual,Petrol,Gray,4.0,1600.0,            Front Wheel Drive          ,4,Minor wear and tear,7300
Toyota,Corolla,2013,210000,Automatic,Petrol,Silver,4.0,,            Front Wheel Drive          ,4,Perfect inside out,13500
Nissan,Altima,2016,239000,Automatic,Petrol,Gold,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,32000
MG,ZS,2022,2000,Automatic,Petrol,Red,5.0,1498.0,            Front Wheel Drive          ,4,Perfect inside out,60000
Dodge,Charger,2017,107000,Automatic,,,,,            Drive          ,8,,135000
Toyota,Hilux,2019,152000,Manual,,,,,            Drive          ,4,,99000
Land Rover,Rover,2014,193000,Automatic,,,,,            Drive          ,6,,140000
Hyundai,Sonata,2018,125000,Automatic,,,,,            Drive          ,4,,53000
Hyundai,Elantra,2021,58000,Automatic,,,,,            Drive          ,4,,61500
Kia,Sorento,2016,239000,Automatic,,,,,            Drive          ,6,,53000
Hyundai,Elantra,2013,268000,Automatic,,,,,            Drive          ,4,,26000
Lexus,IS,2014,243000,Automatic,,,,,            Drive          ,4,,75000
Lexus,GS,2013,241000,Automatic,,,,,            Drive          ,6,,75000
Kia,Cerato,2015,86000,Automatic,,,,,            Drive          ,4,,39000
Mitsubishi,Pajero,2017,117000,Automatic,,,,,            Drive          ,6,,61000
Chevrolet,Impala,2014,210000,Automatic,,,,,            Drive          ,6,,50000
Hyundai,Elantra,2016,276000,Automatic,,,,,            Drive          ,4,,28000
Ford,Taurus,2015,213000,Automatic,,,,,            Drive          ,6,,41000
Geely,Azkarra,2021,30000,Automatic,,,,,            Drive          ,4,,85000
MG,6,2020,63000,Automatic,,,,,            Drive          ,4,,56000
Changan,Eado,2022,54000,Automatic,,,,,            Drive          ,4,,62000
Kia,Sportage,2021,58000,Automatic,,,,,            Drive          ,4,,115000
Toyota,Rav4,2013,274000,Automatic,,,,,            Drive          ,4,,45000
Toyota,Hilux,2014,349000,Automatic,,,,,            Drive          ,4,,62000
GMC,Terrain,2015,213000,Automatic,,,,,            Drive          ,6,,41000
Mercedes-Benz,E-Class,2018,85000,Automatic,,,,,            Drive          ,4,,143000
Ford,Taurus,2017,53000,Automatic,,,,,            Drive          ,6,,82000
GMC,Yukon,2018,128000,Automatic,,,,,            Drive          ,8,,148000
Hyundai,Elantra,2019,170000,Automatic,,,,,            Drive          ,4,,55000
Chevrolet,Caprice,2013,133000,Automatic,,,,,            Drive          ,8,,51000
Audi,Q3,2021,19000,Automatic,,,,,            Drive          ,4,,195000
Jeep,Grand,2018,71000,Automatic,,,,,            Drive          ,6,,112000
Toyota,Corolla,2015,157000,Automatic,,,,,            Drive          ,4,,51000
Toyota,Camry,2017,240000,Automatic,,,,,            Drive          ,4,,62000
Hyundai,Creta,2020,83000,Automatic,,,,,            Drive          ,4,,65500
Toyota,Land,2012,276000,Automatic,,,,,            Drive          ,6,,72000
Mercedes-Benz,GLC,2017,92000,Automatic,,,,,            Drive          ,4,,130000
Hyundai,Santa,2015,277000,Automatic,,,,,            Drive          ,6,,46000
Mitsubishi,Pajero,2017,244000,Automatic,,,,,            Drive          ,6,,49000
Chevrolet,Tahoe,2013,205000,Automatic,,,,,            Drive          ,8,,65000
Toyota,Corolla,2016,192000,Automatic,,,,,            Drive          ,4,,36000
Lexus,LS,2013,215000,Automatic,,,,,            Drive          ,8,,120000
Audi,A8,2019,61000,Automatic,,,,,            Drive          ,6,,299500
Hyundai,Tucson,2016,208000,Automatic,,,,,            Drive          ,4,,49000
Mercedes-Benz,SL-Class,2014,138000,Automatic,,,,,            Drive          ,8,,165000
Jeep,Grand,2011,308000,Automatic,,,,,            Drive          ,8,,37000
Kia,Cerato,2016,108000,Automatic,,,,,            Drive          ,4,,36000
GAC,GS8,2021,23000,Automatic,,,,,            Drive          ,4,,80000
Renault,Duster,2015,113000,Automatic,,,,,            Drive          ,4,,21000
Dodge,Charger,2015,237000,Automatic,,,,,            Drive          ,6,,48000
Hyundai,Tucson,2016,99000,Automatic,,,,,            Drive          ,4,,46000
Nissan,Patrol,2015,246000,Automatic,,,,,            Drive          ,8,,98000
Chevrolet,Traverse,2013,178000,Automatic,,,,,            Drive          ,6,,26000
Geely,Emgrand,2018,167000,Automatic,,,,,            Drive          ,4,,45000
Toyota,Avalon,2017,67000,Automatic,,,,,            Drive          ,6,,83500
Jeep,Renegade,2016,96000,Automatic,,,,,            Drive          ,4,,41500
Ford,Taurus,2020,10000,Automatic,,,,,            Drive          ,4,,115000
Dodge,Challenger,2018,248000,Automatic,,,,,            Drive          ,6,,78000
Kia,Cerato,2018,99000,Automatic,,,,,            Drive          ,4,,54000
Kia,Sportage,2012,148000,Automatic,,,,,            Drive          ,4,,28500
Ford,Edge,2013,258000,Automatic,,,,,            Drive          ,6,,43000
Mercedes-Benz,C-Class,2017,141000,Automatic,,,,,            Drive          ,6,,165000
Chrysler,300C,2016,106000,Automatic,,,,,            Drive          ,6,,70000
Chevrolet,Traverse,2012,74000,Automatic,,,,,            Drive          ,6,,22000
Mercedes-Benz,E-Class,2015,120000,Automatic,,,,,            Drive          ,6,,122000
Ford,Taurus,2013,162000,Automatic,,,,,            Drive          ,6,,30000
Lexus,ES,2011,208000,Automatic,,,,,            Drive          ,6,,46000
Lexus,LX,2014,202000,Automatic,,,,,            Drive          ,8,,145000
Porsche,Cayenne,2015,140000,Automatic,,,,,            Drive          ,6,,140000
Hyundai,Tucson,2012,258000,Automatic,,,,,            Drive          ,4,,31000
Hyundai,Sonata,2016,287000,Automatic,,,,,            Drive          ,4,,49000
Kia,Grand,2016,137000,Automatic,,,,,            Drive          ,6,,55000
Chevrolet,Impala,2014,150000,Automatic,,,,,            Drive          ,6,,43000
Hyundai,Sonata,2015,389000,Automatic,,,,,            Drive          ,4,,36000
Volkswagen,Touareg,2014,154000,Automatic,,,,,            Drive          ,6,,65000
Mazda,6,2016,163000,,,Red,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2014,98000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Land,2014,250000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2012,185000,,,White,,,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2010,235000,,,White,,,            Drive          ,,Perfect inside out,7000
Toyota,Camry,2013,336000,,,White,,,            Drive          ,,Perfect inside out,28000
Toyota,Corolla,2013,152000,,,Gray,,,            Drive          ,,Perfect inside out,14000
Kia,Sportage,2018,114000,,,Silver,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2009,300000,,,Black,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2005,340000,,,Silver,,,            Drive          ,,Perfect inside out,5000
Toyota,Yaris,2014,67096,,,Silver,,,            Drive          ,,Perfect inside out,20000
Hyundai,Sonata,2018,129000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2017,70000,,,Silver,,,            Drive          ,,Perfect inside out,28000
Hyundai,Tucson,2018,180000,,,Bronze,,,            Drive          ,,Perfect inside out,29000
Toyota,Camry,2014,170000,,,White,,,            Drive          ,,Perfect inside out,16000
Toyota,Hilux,2014,160000,,,White,,,            Drive          ,,Perfect inside out,55000
Hyundai,Accent,2015,300000,,,Black,,,            Drive          ,,Perfect inside out,19000
Chevrolet,Lanos,2002,500000,,,Brown,,,            Drive          ,,Perfect inside out,5000
Toyota,Rav4,2017,102000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Land,2006,282000,,,Silver,,,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2006,140000,,,Silver,,,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2004,400000,,,Silver,,,            Drive          ,,Perfect inside out,11000
Hyundai,Elantra,2015,72000,,,White,,,            Drive          ,,Perfect inside out,16000
Hyundai,Tucson,2019,28000,,,Silver,,,            Drive          ,,Perfect inside out,40000
Hyundai,Tucson,2016,110000,,,White,,,            Drive          ,,Perfect inside out,26000
Hyundai,Elantra,2016,193000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2012,163000,,,Black,,,            Drive          ,,Perfect inside out,16500
Toyota,Land,2013,94000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2010,368000,,,Green,,,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2016,175000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2017,73000,,,White,,,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2013,90000,,,White,,,            Drive          ,,Perfect inside out,14000
Toyota,Land,2013,32000,,,Silver,,,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2012,32000,,,White,,,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2011,123000,,,White,,,            Drive          ,,Perfect inside out,22000
Jeep,Grand,2015,168000,Automatic,Petrol,White,5.0,3.0,            All Wheel Drive          ,6,Perfect inside out,75000
Toyota,Land,2014,157000,,,White,,,            Drive          ,,Perfect inside out,45000
Kia,Rio,2016,150000,,,Red,,,            Drive          ,,Perfect inside out,24000
Toyota,Land,2010,350000,,,White,,,            Drive          ,,Perfect inside out,58000
Toyota,Yaris,2013,260000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Rav4,2017,170000,,,Silver,,,            Drive          ,,Perfect inside out,60000
Hyundai,Tucson,2013,300000,,,Brown,,,            Drive          ,,Perfect inside out,31000
Toyota,Corolla,2012,170000,,,Gold,,,            Drive          ,,Perfect inside out,10000
Toyota,Land,2011,250000,,,White,,,            Drive          ,,Perfect inside out,67000
Toyota,Rav4,2009,350000,,,White,,,            Drive          ,,Perfect inside out,40000
Hyundai,Accent,2014,200000,,,Silver,,,            Drive          ,,Perfect inside out,23500
Toyota,Land,2011,290000,,,White,,,            Drive          ,,Perfect inside out,48000
Toyota,Rav4,2017,170000,,,Gray,,,            Drive          ,,Perfect inside out,57000
Toyota,Land,2011,395000,,,White,,,            Drive          ,,Perfect inside out,75000
Kia,Sportage,2015,181000,,,White,,,            Drive          ,,Perfect inside out,37000
