car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Nissan,Patrol,2015,168000,Automatic,Petrol,White,,5552.0,            Drive          ,8,Perfect inside out,115000
Haval,H6,2019,30000,Automatic,Petrol,Red,,1998.0,            Drive          ,4,Perfect inside out,65000
Hyundai,Tucson,2016,210000,Automatic,Petrol,Black,,1999.0,            Drive          ,4,Perfect inside out,50000
Hyundai,Elantra,2017,285000,Automatic,Petrol,White,,1800.0,            Drive          ,4,Perfect inside out,40000
Ford,Taurus,2014,226000,Automatic,Petrol,Black,,2000.0,            Drive          ,6,Perfect inside out,35000
Ford,Edge,2013,153000,Automatic,Petrol,Black,,2000.0,            Drive          ,6,Perfect inside out,35000
BMW,3,2021,19,Automatic,Petrol,Grey,,1167.3333333333333,            Drive          ,4,Perfect inside out,185000
Mercedes-Benz,C-Class,2016,222000,Automatic,Petrol,Red,,1926.5,            Drive          ,4,Perfect inside out,105000
Lincoln,MKX,2014,216000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,6,Perfect inside out,53200
Chevrolet,Sonic,2012,142000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,4,Perfect inside out,13000
Lincoln,Navigator,2018,85000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,6,Perfect inside out,240000
Hyundai,Sonata,2015,325000,Automatic,Petrol,White,,2400.0,            Drive          ,4,Perfect inside out,41000
Suzuki,Jimny,2021,17000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,4,Perfect inside out,87000
Kia,Cerato,2017,167000,Automatic,Petrol,Silver,,2000.0,            Drive          ,4,Perfect inside out,33000
BMW,7,2014,214000,Automatic,Petrol,white,,3000.0,            Drive          ,6,Perfect inside out,78000
Chrysler,300C,2014,201000,Automatic,Petrol,Silver,,3600.0,            Drive          ,8,Perfect inside out,45000
Dodge,Charger,2013,172000,Automatic,Petrol,White,,3600.0,            Drive          ,6,Perfect inside out,43000
Chevrolet,Tahoe,2013,298000,Automatic,Petrol,Brown,,5300.0,            Drive          ,8,Perfect inside out,57000
Mazda,CX-9,2018,235000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,90000
Toyota,Hilux,2018,193000,Manual,Petrol,White,,2700.0,            Drive          ,4,Perfect inside out,75000
Toyota,Rav4,2016,130000,Automatic,Petrol,Grey,,2500.0,            Drive          ,4,Perfect inside out,53000
Hyundai,Santa,2018,119000,Automatic,Petrol,White,,2400.0,            Drive          ,6,Perfect inside out,68000
Toyota,Camry,2010,195000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2016,120000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Hyundai,Tucson,2018,33000,Automatic,Petrol,Black,,1999.0,            Drive          ,,Perfect inside out,400000
Toyota,Fortuner,2013,200000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2010,147000,Automatic,Petrol,Red,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Corolla,2015,148000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2003,260000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,7000
Hyundai,i20,2015,200000,Automatic,Petrol,Yellow,,2729.2704912876643,            Drive          ,,Perfect inside out,24800
Hyundai,i40,2015,271000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,17000
Hyundai,Santa,2018,152000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,42000
Hyundai,Tucson,2018,72871,Automatic,Petrol,Gray,,1999.0,            Drive          ,,Perfect inside out,52000
Hyundai,Tucson,2013,180000,Automatic,Petrol,White,,1999.0,            Drive          ,,Perfect inside out,32000
Toyota,Coaster,2012,200000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,10000
Hyundai,Sonata,2015,178000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,29500
Toyota,Corolla,2015,114000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,25000
Kia,Sorento,2015,220000,Automatic,Petrol,White,,2500.0,            Drive          ,NaN,Perfect inside out,47000
Kia,Cerato,2014,160000,Automatic,Petrol,Blue,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,33000
Honda,Odyssey,2015,122000,Automatic,Petrol,White,5.0,3500.0,            Front Wheel Drive          ,6,Perfect inside out,55000
Honda,Odyssey,2015,122,Automatic,Petrol,White,5.0,3500.0,            Front Wheel Drive          ,6,Perfect inside out,55000
Toyota,Yaris,2019,30300,Automatic,Petrol,White,4.0,1496.0,            Front Wheel Drive          ,4,Perfect inside out,53500
Toyota,Camry,2021,32000,Automatic,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,6,Perfect inside out,110000
Toyota,Corolla,2015,220000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2003,139000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,5000
Hyundai,Sonata,2019,90000,Automatic,Petrol,Brown,,2400.0,            Drive          ,,Perfect inside out,42000
Kia,Cerato,2017,30944,Automatic,Petrol,White,,2000.0,            Drive          ,,Perfect inside out,26000
Toyota,Corolla,2012,11000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,18000
Kia,Sportage,2015,25000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,20000
Lexus,GX,2014,204000,Automatic,Petrol,Black,,2302.0,            Drive          ,,Perfect inside out,75000
Kia,Sorento,2014,273000,Automatic,Petrol,Red,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,35000
Hyundai,Sonata,2018,76000,Automatic,Petrol,Silver,4.0,2400.0,            Front Wheel Drive          ,4,Perfect inside out,69000
Toyota,FJ,2020,30000,Automatic,Petrol,White,5.0,4000.0,            All Wheel Drive          ,6,Perfect inside out,120000
Hyundai,Accent,2020,75000,Automatic,Petrol,White,4.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,51000
Toyota,Fortuner,2019,60000,Automatic,Petrol,Silver,,2500.0,            Rear Wheel Drive          ,4,Perfect inside out,111500
Chevrolet,Camaro,2013,131000,Automatic,Petrol,Black,,6162.0,            Drive          ,6,Perfect inside out,51000
Land Rover,Rover,2014,74000,Automatic,Petrol,White,,4395.0,            Drive          ,8,Perfect inside out,244000
BMW,7,2020,44000,Automatic,Petrol,White,,3000.0,            Drive          ,4,Perfect inside out,305000
Jeep,Wrangler,2018,30000,Automatic,Petrol,Grey,,2000.0,            Drive          ,6,Perfect inside out,162000
Mercedes-Benz,ML500,2014,101000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,8,Perfect inside out,105000
Jeep,Wrangler,2017,129000,Automatic,Petrol,Black,,2000.0,            Drive          ,5,Perfect inside out,111650
Chevrolet,Tahoe,2014,248000,Automatic,Petrol,Gold,,5300.0,            Drive          ,8,Perfect inside out,61000
Mercedes-Benz,E-Class,2012,306000,Automatic,Petrol,Black,,3400.0,            Drive          ,6,Perfect inside out,57000
Porsche,Panamera,2013,181000,Automatic,Petrol,Grey,,2995.0,            Drive          ,8,Perfect inside out,93000
Mitsubishi,Pajero,2016,141000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,63000
Cadillac,ESCALADE,2016,168000,Automatic,Petrol,Brown,,2729.2704912876643,            Drive          ,8,Perfect inside out,138000
Chevrolet,Camaro,2012,200000,Automatic,Petrol,White,,6162.0,            Drive          ,6,Perfect inside out,41000
Land Rover,Rover,2015,223000,Automatic,Petrol,White,,4395.0,            Drive          ,4,Perfect inside out,81000
Toyota,Fortuner,2019,127000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,94000
Toyota,Corolla,2019,44000,Automatic,Petrol,White,,1800.0,            Drive          ,4,Perfect inside out,66000
Chevrolet,Malibu,2019,33000,Automatic,Petrol,White,,1500.0,            Drive          ,6,Perfect inside out,90000
Dodge,Charger,2017,260000,Automatic,Petrol,Black,,3600.0,            Drive          ,8,Perfect inside out,85000
GMC,Yukon,2011,264000,Automatic,Petrol,White,,5300.0,            Drive          ,8,Perfect inside out,66500
Toyota,Land,2016,344000,Manual,Petrol,White,,5700.0,            Drive          ,6,Perfect inside out,135000
Infiniti,QX60,2014,303000,Automatic,Petrol,Black,,3496.0,            Drive          ,6,Perfect inside out,42500
Ford,Mustang,1976,90000,Automatic,Petrol,Red,,4066.0,            Drive          ,8,Perfect inside out,55000
Toyota,Rush,2021,13000,Automatic,Petrol,Black,,1496.0,            Drive          ,4,Perfect inside out,70000
Ford,Expedition,2013,283000,Automatic,Petrol,Grey,,5400.0,            Drive          ,8,Perfect inside out,44000
Toyota,Land,2016,126000,Automatic,Petrol,White,,5700.0,            Drive          ,8,Perfect inside out,165000
Lexus,LX,2017,81000,Automatic,Petrol,Gold,,3400.0,            Drive          ,8,Perfect inside out,315000
Porsche,Cayenne,2012,246000,Automatic,Petrol,Black,,4425.0,            Drive          ,8,Perfect inside out,75000
Mazda,6,2018,75000,Automatic,Petrol,Grey,,2500.0,            Drive          ,4,Perfect inside out,73000
Toyota,Hilux,2013,149000,Manual,Petrol,White,,2700.0,            Drive          ,4,Perfect inside out,44000
Kia,Optima,2014,234000,Automatic,Petrol,White,,2400.0,            Drive          ,4,Perfect inside out,45000
Toyota,Camry,2021,32000,Automatic,Petrol,White,,2500.0,            Drive          ,6,Perfect inside out,130000
Maserati,Ghibli,2019,23000,Automatic,Petrol,Other,,2729.2704912876643,            Drive          ,6,Perfect inside out,210000
BMW,7,2013,187000,Automatic,Petrol,white,,3000.0,            Drive          ,8,Perfect inside out,95500
Kia,Sportage,2019,129000,Automatic,Petrol,White,,2400.0,            Drive          ,4,Perfect inside out,81000
Toyota,Camry,2017,209000,Automatic,Petrol,Silver,,2500.0,            Drive          ,4,Perfect inside out,50000
Toyota,Avalon,2017,71000,Automatic,Petrol,White,,3456.0,            Drive          ,6,Perfect inside out,105000
Ford,Edge,2014,86000,Automatic,Petrol,White,,2000.0,            Drive          ,6,Perfect inside out,66000
Nissan,Patrol,2021,53000,Automatic,Petrol,Grey,,5552.0,            Drive          ,6,Perfect inside out,250000
Hyundai,Santa,2014,215000,Automatic,Petrol,Other,,2400.0,            Drive          ,6,Perfect inside out,40000
Toyota,Camry,2017,113000,Automatic,Petrol,Blue,,2500.0,            Drive          ,4,Perfect inside out,55000
Mercedes-Benz,C-Class,2014,118000,Automatic,Petrol,White,,1926.5,            Drive          ,4,Perfect inside out,65000
Geely,Emgrand,2019,104000,Automatic,Petrol,Silver,,2193.25,            Drive          ,4,Perfect inside out,49000
Audi,S6,2013,104000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,8,Perfect inside out,85000
Porsche,Panamera,2010,137000,Automatic,Petrol,White,,2995.0,            Drive          ,8,Perfect inside out,65000
Chevrolet,Suburban,2015,238000,Automatic,Petrol,White,,5300.0,            Drive          ,8,Perfect inside out,90000
Hyundai,Sonata,2014,290000,Automatic,Petrol,Grey,,2400.0,            Drive          ,4,Perfect inside out,33000
Jeep,Wrangler,2011,267000,Automatic,Petrol,Black,,2000.0,            Drive          ,6,Perfect inside out,44000
Lexus,LX,2020,56000,Automatic,Petrol,White,,3400.0,            Drive          ,8,Perfect inside out,390000
Chevrolet,Malibu,2019,116000,Automatic,Petrol,Black,,1500.0,            Drive          ,4,Perfect inside out,73000
Ford,Taurus,2012,277000,Automatic,Petrol,Green,,2000.0,            Drive          ,6,Perfect inside out,32000
Dodge,Durango,2015,121000,Automatic,Petrol,Black,,3600.0,            Drive          ,6,Perfect inside out,76000
Ford,Fusion,2012,284000,Automatic,Petrol,Silver,,2500.0,            Drive          ,4,Perfect inside out,25000
Hyundai,Santa,2020,92000,Automatic,Petrol,Brown,,2400.0,            Drive          ,4,Perfect inside out,84000
Hyundai,Tucson,2017,54000,Automatic,Petrol,Silver,,1999.0,            Drive          ,4,Perfect inside out,65000
Kia,Optima,2017,193000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,60000
Volkswagen,Teramont,2019,74000,Automatic,Petrol,Black,,3597.0,            Drive          ,6,Perfect inside out,160000
Toyota,Yaris,2019,100000,Automatic,Petrol,White,,1496.0,            Drive          ,4,Perfect inside out,44000
Hyundai,Santa,2016,155000,Automatic,Petrol,Brown,,2400.0,            Drive          ,6,Perfect inside out,67000
Hyundai,Veloster,2020,49000,Automatic,Petrol,Grey,,2729.2704912876643,            Drive          ,4,Perfect inside out,75000
Mitsubishi,L200,2010,247630,Manual,Petrol,White,2.0,2477.0,            Rear Wheel Drive          ,4,Perfect inside out,25000
Toyota,Camry,2014,250000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2008,44000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2006,376000,Automatic,Petrol,Silver,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,12000
Hyundai,Elantra,2016,143000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2016,63000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,52500
Kia,Refrigerated,2017,70000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,48000
Toyota,Corolla,2017,160000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2017,46000,Automatic,Petrol,White,4.0,2500.0,            Drive          ,,Perfect inside out,26000
Hyundai,Santa,2018,108000,Automatic,Petrol,White,5.0,2359.0,            All Wheel Drive          ,6,Perfect inside out,40000
Kia,Rio,2014,243000,Automatic,Petrol,Gray,4.0,1600.0,            Drive          ,4,Normal wear and tear with a few issues,20000
Ford,Explorer,2015,315000,Automatic,Petrol,Silver,4.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,75000
Toyota,Land,2008,130000,Automatic,Petrol,White,5.0,5700.0,            Drive          ,6,Minor wear and tear,45000
Toyota,Rav4,2012,162000,Automatic,Petrol,Other,5.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,40000
Hyundai,Accent,2012,177000,Automatic,Petrol,Blue,,1591.0,            Drive          ,,Perfect inside out,22000
Toyota,Fortuner,2019,108000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,68000
BMW,525i,2009,234000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,,Perfect inside out,35000
Toyota,Camry,2007,85000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2015,142000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,24000
Toyota,Corolla,2005,175000,Automatic,Petrol,Beige,,1800.0,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2007,249000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,7000
Toyota,Camry,2020,45000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,52000
Toyota,Yaris,2013,197000,Automatic,Petrol,Blue,,1496.0,            Drive          ,,Perfect inside out,17500
Toyota,Sequoia,2014,179000,Automatic,Petrol,Black,5.0,5700.0,            All Wheel Drive          ,8,Perfect inside out,87000
Chevrolet,Tahoe,2019,100123,Automatic,Petrol,Black,5.0,5300.0,            Rear Wheel Drive          ,8,Perfect inside out,151900
Chevrolet,Tahoe,2019,67174,Automatic,Petrol,Black,,5300.0,            All Wheel Drive          ,8,Perfect inside out,180599
Toyota,Avanza,2016,225000,Automatic,Petrol,Black,5.0,1500.0,            Rear Wheel Drive          ,4,Perfect inside out,32000
Mercedes-Benz,C,2017,92000,Automatic,Petrol,Blue,4.0,4.0,            Rear Wheel Drive          ,8,Perfect inside out,290000
Lexus,GS,2016,200000,Automatic,Petrol,White,,2729.2704912876643,            Rear Wheel Drive          ,NaN,Perfect inside out,900000
Toyota,Highlander,2020,8000,CVT,Hybrid,White,5.0,2500.0,            All Wheel Drive          ,4,Perfect inside out,152000
BMW,7,2013,167000,Automatic,Petrol,Brown,4.0,3000.0,            Rear Wheel Drive          ,6,Perfect inside out,83500
Audi,Q5,2018,61000,Automatic,Petrol,Black,,2000.0,            Drive          ,4,Perfect inside out,130000
Mercedes-Benz,S-Class,2010,271000,Automatic,Petrol,white,,2999.0,            Drive          ,8,Perfect inside out,80000
Lexus,GS,2015,290000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,6,Perfect inside out,85000
Kia,Optima,2017,265000,Automatic,Petrol,Blue,,2400.0,            Drive          ,4,Perfect inside out,45000
Mazda,6,2016,172000,Automatic,Petrol,Silver,,2500.0,            Drive          ,4,Perfect inside out,60000
Toyota,Yaris,2017,205000,Automatic,Petrol,White,,1496.0,            Drive          ,4,Perfect inside out,38000
Nissan,Altima,2016,189000,Automatic,Petrol,Red,,2500.0,            Drive          ,6,Perfect inside out,50000
Hyundai,Santa,2019,136000,Automatic,Petrol,Blue,,2400.0,            Drive          ,4,Perfect inside out,90000
BMW,7,2012,84000,Automatic,Petrol,White,,3000.0,            Drive          ,6,Perfect inside out,75000
Honda,Accord,2018,142000,Automatic,Petrol,White,,1500.0,            Drive          ,4,Perfect inside out,70000
Chevrolet,Suburban,2015,184000,Automatic,Petrol,Silver,,5300.0,            Drive          ,8,Perfect inside out,93000
Toyota,Camry,2015,342000,Automatic,Petrol,Black,,2500.0,            Drive          ,4,Perfect inside out,42000
Ford,Expedition,2014,302000,Automatic,Petrol,Grey,,5400.0,            Drive          ,8,Perfect inside out,41000
Jeep,Grand,2014,205000,Automatic,Petrol,Blue,,1197.0,            Drive          ,8,Perfect inside out,61000
GMC,Yukon,2014,221000,Automatic,Petrol,Silver,,5300.0,            Drive          ,8,Perfect inside out,66500
Hyundai,Sonata,2021,80000,Automatic,Petrol,Silver,,2400.0,            Drive          ,4,Perfect inside out,81000
Toyota,Rav4,2017,130000,Automatic,Petrol,Black,,2500.0,            Drive          ,4,Perfect inside out,68000
Toyota,Corolla,2015,203000,Automatic,Petrol,White,,1800.0,            Drive          ,4,Perfect inside out,50000
Land Rover,Rover,2016,246000,Automatic,Petrol,White,,4395.0,            Drive          ,6,Perfect inside out,205000
Kia,Grand,2016,303000,Automatic,Petrol,Grey,,1197.0,            Drive          ,6,Perfect inside out,55000
Porsche,Macan,2015,157000,Automatic,Petrol,White,,2997.0,            Drive          ,6,Perfect inside out,130000
Chevrolet,Caprice,2012,285000,Automatic,Petrol,Grey,,3253.5,            Drive          ,8,Perfect inside out,26000
Dodge,Durango,2012,218000,Automatic,Petrol,White,,3600.0,            Drive          ,6,Perfect inside out,35000
Toyota,Land,2018,78000,Automatic,Petrol,White,,5700.0,            Drive          ,8,Perfect inside out,200000
Nissan,Altima,2014,157000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,34000
Audi,Q7,2019,29000,Automatic,Petrol,Grey,,2729.2704912876643,            Drive          ,6,Perfect inside out,244000
Toyota,Land,2014,163000,Automatic,Petrol,White,,5700.0,            Drive          ,8,Perfect inside out,135000
Chevrolet,Tahoe,2017,208500,Automatic,Petrol,Black,,5300.0,            Drive          ,8,Perfect inside out,90000
Mercedes-Benz,G-Class,2015,185000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,8,Perfect inside out,264000
Dodge,Charger,2013,183000,Automatic,Petrol,White,,3600.0,            Drive          ,8,Perfect inside out,56000
Mazda,3,2018,122000,Automatic,Petrol,Grey,,1167.3333333333333,            Drive          ,4,Perfect inside out,53000
Mazda,6,2020,72000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,91000
Hyundai,Elantra,2021,25000,Automatic,Petrol,Grey,,1800.0,            Drive          ,4,Perfect inside out,78000
Porsche,718,2018,53000,Automatic,Petrol,Blue,,2729.2704912876643,            Drive          ,4,Perfect inside out,299000
Lexus,ES,2013,39000,Automatic,Petrol,White,,3500.0,            Drive          ,6,Perfect inside out,90000
Chevrolet,Caprice,2016,160000,Automatic,Petrol,Silver,,3253.5,            Drive          ,8,Perfect inside out,50000
Chevrolet,Tahoe,2016,133000,Automatic,Petrol,White,,5300.0,            Drive          ,8,Perfect inside out,100000
Toyota,Camry,2014,323000,Automatic,Petrol,White,,2500.0,            Drive          ,4,Perfect inside out,38000
Toyota,Innova,2013,393000,Automatic,Petrol,Black,,1998.0,            Drive          ,4,Perfect inside out,30000
Jeep,Grand,2014,161000,Automatic,Petrol,Silver,,1197.0,            Drive          ,8,Perfect inside out,78000
Toyota,Corolla,2015,52000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Fortuner,2013,300000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,46000
Toyota,Dyna,2010,350000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2012,212000,Automatic,Petrol,Gray,,1800.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2016,118000,Automatic,Petrol,White,,1800.0,            Drive          ,NaN,Perfect inside out,31000
Hyundai,Elantra,2017,129000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,38000
Toyota,Land,2012,280000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,51000
Hyundai,Santa,2018,78523,Automatic,Petrol,Silver,,2400.0,            Drive          ,,Perfect inside out,48000
Isuzu,Trooper,2012,167000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,54000
Chrysler,300C,2015,139,Automatic,Petrol,Black,4.0,3600.0,            Rear Wheel Drive          ,6,Minor wear and tear,48000
Mitsubishi,Pajero,2010,344642,Automatic,Petrol,Beige,5.0,3828.0,            All Wheel Drive          ,6,Perfect inside out,30000
Ford,Taurus,2015,120000,Automatic,Petrol,Silver,4.0,2000.0,            Front Wheel Drive          ,6,Perfect inside out,53000
Chevrolet,Malibu,2017,159000,Automatic,Petrol,Blue,4.0,2499.0,            Front Wheel Drive          ,4,Perfect inside out,48000
Hyundai,Elantra,2016,246,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,19000
Jeep,Grand,2014,297,Automatic,Petrol,Silver,4.0,3700.0,            All Wheel Drive          ,6,Perfect inside out,53000
Hyundai,Elantra,2019,41000,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,55000
Hyundai,Tucson,2018,114200,Automatic,Petrol,Gray,4.0,1999.0,            Drive          ,4,Perfect inside out,70000
Ford,Fusion,2016,172000,Automatic,Petrol,Silver,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,45000
Nissan,Sunny,2019,261000,Automatic,Petrol,Silver,4.0,1500.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Porsche,Cayenne,2014,138000,Automatic,Petrol,White,,4425.0,            Drive          ,8,Perfect inside out,90000
Kia,Optima,2017,95000,Automatic,Petrol,Grey,,2400.0,            Drive          ,4,Perfect inside out,45800
Chevrolet,Tahoe,2015,389000,Automatic,Petrol,Brown,,5300.0,            Drive          ,8,Perfect inside out,69000
Hyundai,Elantra,2018,231000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,38000
Toyota,FJ,2013,266000,Automatic,Petrol,White,,4000.0,            Drive          ,6,Perfect inside out,70000
Lexus,LX,2017,151000,Automatic,Petrol,white,,3400.0,            Drive          ,8,Perfect inside out,320000
Toyota,Camry,2015,309000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,39000
Cadillac,ESCALADE,2015,275000,Automatic,Petrol,Grey,,2729.2704912876643,            Drive          ,8,Perfect inside out,185000
Cadillac,SRX,2011,148000,Automatic,Petrol,Grey,,3600.0,            Drive          ,6,Perfect inside out,36000
BMW,6,2013,153000,Automatic,Petrol,Brown,,2500.0,            Drive          ,6,Perfect inside out,75000
Porsche,Cayenne,2012,254000,Automatic,Petrol,White,,4425.0,            Drive          ,8,Perfect inside out,84000
Ford,Taurus,2013,339000,Automatic,Petrol,Brown,,2000.0,            Drive          ,6,Perfect inside out,41000
Mercedes-Benz,S,2015,52000,Automatic,Petrol,Grey,,2729.2704912876643,            Drive          ,8,Perfect inside out,350000
Lexus,GS-Series,2016,175000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,8,Perfect inside out,170000
Ford,Fusion,2015,187000,Automatic,Petrol,Grey,,2500.0,            Drive          ,4,Perfect inside out,43000
Toyota,Corolla,2014,82000,Automatic,Petrol,Grey,,1800.0,            Drive          ,4,Perfect inside out,43000
Toyota,Corolla,2018,136000,Automatic,Petrol,Silver,,1800.0,            Drive          ,4,Perfect inside out,44000
Nissan,Patrol,2013,250000,Automatic,Petrol,Black,,5552.0,            Drive          ,8,Perfect inside out,85000
Ford,Explorer,2015,200000,Automatic,Petrol,White,,3497.0,            Drive          ,6,Perfect inside out,70000
Toyota,FJ,2013,209000,Automatic,Petrol,White,,4000.0,            Drive          ,6,Perfect inside out,85000
Dodge,Charger,2020,108000,Automatic,Petrol,Black,,3600.0,            Drive          ,6,Perfect inside out,100000
Hyundai,Elantra,2015,86000,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,14000
Toyota,Rav4,2018,170000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,60000
Hyundai,Santa,2012,150000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,33000
Toyota,Fortuner,2015,29000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,48000
Hyundai,Elantra,2012,290000,Automatic,Petrol,Bronze,,1800.0,            Drive          ,,Perfect inside out,265000
Toyota,Corolla,2014,280000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,300000
Toyota,Fortuner,2012,290000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,48000
Toyota,Yaris,2013,260000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,200000
Hyundai,Santa,2010,400000,Automatic,Petrol,Brown,,2400.0,            Drive          ,,Perfect inside out,22000
Hyundai,Elantra,2015,160000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,32000
Toyota,Corolla,2014,280000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Hyundai,Sonata,2013,400000,Automatic,Petrol,Silver,,2400.0,            Drive          ,,Perfect inside out,29000
Lexus,Other,2006,320000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,40000
Toyota,FJ,2012,170000,Automatic,Petrol,White,,4000.0,            Drive          ,,Perfect inside out,53000
Nissan,Sunny,2010,250000,Automatic,Petrol,White,,1499.0,            Drive          ,,Perfect inside out,15000
Hyundai,Elantra,2016,121,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,21000
Hyundai,Santa,2016,370000,Automatic,Petrol,White,4.0,3500.0,            All Wheel Drive          ,6,Perfect inside out,50000
Ford,Focus,2016,86000,Manual,Petrol,Red,,2000.0,            Drive          ,4,Perfect inside out,45000
Nissan,Pathfinder,2018,82000,Automatic,Petrol,white,,3498.0,            Drive          ,6,Perfect inside out,71500
Toyota,Land,2011,383000,Manual,Petrol,white,,5700.0,            Drive          ,6,Perfect inside out,50000
GMC,Acadia,2010,213000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,24000
Chevrolet,Malibu,2015,280000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,20000
Hyundai,Sonata,2017,201000,Automatic,Petrol,Grey,,2400.0,            Drive          ,4,Perfect inside out,45000
