car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Ford,Expedition,2016,131000,Automatic,Petrol,white,,5400.0,            Drive          ,6,Perfect inside out,76000
Dodge,Durango,2015,202000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,55000
Kia,Sportage,2016,102000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,46000
Chevrolet,Tahoe,2013,193000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,48000
Toyota,Corolla,2021,6000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,88000
Dodge,Durango,2020,14000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,120000
Hyundai,Tucson,2016,313000,Automatic,Petrol,white,,1999.0,            Drive          ,4,Perfect inside out,49000
Audi,A5,2014,202000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,46000
Lexus,ES,2019,86000,Automatic,Petrol,white,,3500.0,            Drive          ,4,Perfect inside out,165000
Ford,Edge,2012,284000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,31000
Chevrolet,Caprice,2008,300000,Automatic,Petrol,Black,,3253.5,            Drive          ,,Perfect inside out,11000
Kia,Sportage,2019,150000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2007,20000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2003,225000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,6000
Toyota,Corolla,2013,150000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2015,720000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,13000
Toyota,Corolla,2016,160000,Automatic,Petrol,Gray,,1800.0,            Drive          ,,Perfect inside out,25000
Lexus,GS,2008,460000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2007,160000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2012,212000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,9999
Toyota,Corolla,2016,118000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,31000
Toyota,Camry,2008,88,Automatic,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,15000
Hyundai,Elantra,2017,129000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Hilux,2012,280000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,22000
Hyundai,Santa,2018,78523,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,40000
Isuzu,D-MAX,2012,167000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,104000
Toyota,Camry,2013,215000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2011,352000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,16000
Hyundai,Sonata,2018,127000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2004,25390,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,8000
Toyota,Rav4,2018,83000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,45000
Toyota,Camry,2019,27000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,45000
Toyota,Corolla,2013,287000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2013,287000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,19000
Toyota,Innova,2013,188000,Automatic,Petrol,Silver,,1998.0,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2013,290000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,16000
Toyota,Camry,2007,375000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2006,128000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,14000
Toyota,Hilux,2006,350000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2006,176000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,11000
Toyota,Camry,2012,236000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,16000
Toyota,Yaris,2010,132000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,14500
Toyota,Corolla,2013,350000,Automatic,Petrol,Gold,,1800.0,            Drive          ,,Perfect inside out,13500
Toyota,Rav4,2014,364000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,24000
Toyota,Hilux,2020,75000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,45000
Hyundai,Sonata,2016,168000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,28000
Hyundai,Elantra,2016,117000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,22000
Hyundai,Accent,2014,84000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,19000
Toyota,Camry,2007,268000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,23000
Toyota,Hilux,2009,100000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,20000
Toyota,Land,2013,177000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,33000
Toyota,Hilux,2014,97000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,36000
Toyota,Hilux,2010,291000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,17000
Toyota,Land,2009,163000,Automatic,Petrol,White,5.0,5700.0,            All Wheel Drive          ,6,Minor wear and tear,90000
Chrysler,300C,2017,207000,Automatic,Petrol,Black,4.0,3600.0,            Rear Wheel Drive          ,6,Minor wear and tear,83000
Kia,Carnival,2016,370000,Automatic,Petrol,Purple,4.0,2729.2704912876643,            Drive          ,6,Perfect inside out,35000
Toyota,Yaris,2014,95000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,17000
Toyota,Yaris,2017,260000,Automatic,Petrol,White,,1496.0,            Drive          ,,Perfect inside out,23000
Toyota,Corolla,2013,222000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Yaris,2017,193000,Automatic,Petrol,Gold,,1496.0,            Drive          ,,Perfect inside out,23000
Hyundai,Elantra,2013,170000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,24000
Honda,Accord,2014,260000,Automatic,Petrol,Red,,1500.0,            Drive          ,,Perfect inside out,16000
Toyota,Corolla,2010,195000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,13500
Toyota,Corolla,2007,160000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2013,205000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,13000
Toyota,Hilux,2017,206000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,40000
Hyundai,Accent,2017,136000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2009,157000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,18500
Hyundai,Elantra,2017,98000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,36000
Ford,Figo,2015,169370,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,40000
Hyundai,Accent,2005,333260,Automatic,Petrol,Silver,,1591.0,            Drive          ,,Perfect inside out,5000
Nissan,Sunny,2002,320000,Automatic,Petrol,Green,,1499.0,            Drive          ,,Perfect inside out,6500
Toyota,Land,2001,270000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,25000
Hyundai,Accent,2011,300000,Automatic,Petrol,Silver,,1591.0,            Drive          ,,Perfect inside out,11000
Toyota,Corolla,2013,333601,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,18000
Kia,Seltos,2020,136000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,83000
Renault,Duster,2015,209000,Automatic,Petrol,Black,,2006.5,            Drive          ,,Perfect inside out,19500
Hyundai,H1,2016,280000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,35000
Toyota,Land,2008,50000,Automatic,Petrol,Silver,,5700.0,            Drive          ,,Perfect inside out,36000
Hyundai,Azera,2015,194000,Automatic,Petrol,White,,3500.0,            Drive          ,,Perfect inside out,45000
Toyota,Rav4,2013,125000,Automatic,Petrol,Silver,5.0,2494.0,            Front Wheel Drive          ,4,Normal wear and tear with a few issues,50000
Hyundai,Sonata,2013,248000,Automatic,Petrol,White,4.0,2400.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Toyota,Camry,2009,91000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,17000
Toyota,Land,2006,353000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,35000
Hyundai,Santa,2011,300000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,25000
Honda,Civic,2004,435000,Automatic,Petrol,Red,,1799.5,            Drive          ,,Perfect inside out,8500
Toyota,Camry,2012,98000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,17000
Toyota,C-HR,2020,15000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,80000
Hyundai,Sonata,2018,118000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,39000
Toyota,Corolla,2013,168000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,8000
Kia,Sportage,2017,820000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2017,88000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,22000
Toyota,Corolla,2013,280000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,9000
Toyota,Land,2006,290000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,55000
GMC,Acadia,2015,207000,Automatic,Petrol,White,4.0,3600.0,            Front Wheel Drive          ,6,Perfect inside out,44999
Toyota,Camry,2015,150,Automatic,Petrol,White,,2500.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Toyota,Camry,2017,120000,Automatic,Petrol,Gold,,2500.0,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2010,160000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2017,160000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2013,150000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2003,270000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,6000
Hyundai,Tucson,2017,141000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,25000
Nissan,Sentra,2017,105000,Automatic,Petrol,Brown,5.0,1598.0,            Front Wheel Drive          ,4,Perfect inside out,35000
Toyota,Camry,2012,185000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Corolla,2014,175000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2010,160000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,8000
Mercedes-Benz,CLC,2016,140000,Automatic,Petrol,Red,,3.0,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2013,150000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2009,172000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,15000
Hyundai,Santa,2016,147000,Automatic,Petrol,Brown,,2400.0,            Drive          ,,Perfect inside out,25000
Toyota,Land,2013,143000,Automatic,Petrol,Black,,5700.0,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2005,175000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,8000
Lexus,GS,2008,283000,Automatic,Petrol,Silver,,2729.2704912876643,            Drive          ,,Perfect inside out,13000
Toyota,Corolla,2010,183000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2011,150000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,23000
Hyundai,Sonata,2017,191000,Automatic,Petrol,Silver,,2400.0,            Drive          ,,Perfect inside out,35000
Toyota,Hilux,2018,103000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,59000
Hyundai,County,2015,41000,Automatic,Petrol,Black,,1600.0,            Drive          ,,Perfect inside out,45000
Hyundai,Sonata,2017,135000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,29000
Nissan,Altima,2019,105000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,55000
Hyundai,Elantra,2016,86000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2017,127000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,17000
Toyota,Sequoia,2013,273000,Automatic,Petrol,Gray,5.0,5700.0,            All Wheel Drive          ,NaN,Perfect inside out,85000
Genesis,G80,2019,145000,Automatic,Petrol,Black,,2729.2704912876643,            Drive          ,,Perfect inside out,60000
Hyundai,Sonata,2019,71000,Automatic,Petrol,Silver,,2400.0,            Drive          ,,Perfect inside out,45000
Hyundai,Elantra,2018,156000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2016,213000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,24000
Lexus,RX,2018,73600,Automatic,Petrol,White,,306.0,            Drive          ,,Perfect inside out,160000
Toyota,Camry,2011,220000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,17000
Hyundai,Azera,2019,110000,Automatic,Petrol,Black,,3500.0,            Drive          ,,Perfect inside out,40000
Hyundai,Sonata,2016,200000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,37000
Hyundai,Accent,2020,92000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,40000
Hyundai,i40,2015,195000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,25000
Toyota,Camry,2007,245000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,15000
GMC,Yukon,1999,700000,Automatic,Petrol,Green,4.0,454.0,            Rear Wheel Drive          ,8,Minor wear and tear,17000
Toyota,Camry,2009,212000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,10000
Honda,Accord,2007,345000,Automatic,Petrol,White,,1500.0,            Drive          ,,Perfect inside out,9000
Hyundai,Elantra,2016,106000,Automatic,Petrol,Brown,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Corolla,2013,122000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,17000
Kia,Sportage,2017,82000,Automatic,Petrol,White,,2400.0,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2012,160000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,13000
Nissan,Sunny,2019,46000,Automatic,Petrol,White,4.0,1498.0,            Front Wheel Drive          ,4,Perfect inside out,35500
Jaguar,XJ,2012,70000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,82000
Mercedes-Benz,CLS-Class,2014,259000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,80000
Toyota,Sequoia,2015,300000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,102000
Ford,F-150,2013,255000,Automatic,Petrol,white,,2100.0,            Drive          ,8,Perfect inside out,95000
Hyundai,Elantra,2014,235000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,25500
Haval,H6,2020,219000,Automatic,Petrol,white,,1998.0,            Drive          ,4,Perfect inside out,50000
Toyota,Fortuner,2013,175000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,54000
Ford,Expedition,2013,356704,Automatic,Petrol,White,5.0,5400.0,            All Wheel Drive          ,8,Perfect inside out,35000
Chevrolet,Camaro,2010,174000,Automatic,Petrol,Red,2.0,6162.0,            Rear Wheel Drive          ,8,Minor wear and tear,43000
Hyundai,Accent,2014,140000,Automatic,Petrol,White,4.0,1591.0,            Rear Wheel Drive          ,4,Perfect inside out,15000
Toyota,Hilux,2017,152000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,37000
Toyota,Hilux,2006,150000,Automatic,Petrol,White,,2700.0,            Drive          ,,Perfect inside out,14000
Hyundai,County,2019,48000,Automatic,Petrol,Gray,,1600.0,            Drive          ,,Perfect inside out,63000
Toyota,Camry,2011,180000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,18000
Toyota,Camry,2016,283000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Fortuner,2014,197000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,48000
Hyundai,Elantra,2017,130000,Automatic,Petrol,Red,,1800.0,            Drive          ,,Perfect inside out,37000
Toyota,Camry,2012,139000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,15000
Hyundai,Elantra,2017,280000,Automatic,Petrol,Blue,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2007,102000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,16500
Hyundai,Santa,2014,207126,Automatic,Petrol,Brown,,2400.0,            Drive          ,,Perfect inside out,27000
Hyundai,Accent,2017,92000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,25000
Toyota,Hilux,2017,185000,Automatic,Petrol,Silver,,2700.0,            Drive          ,,Perfect inside out,63000
Toyota,Land,2004,215000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,27000
Chevrolet,Traverse,2017,68000,Automatic,Petrol,Black,5.0,3564.0,            Front Wheel Drive          ,6,Perfect inside out,70000
Toyota,Land,2013,260000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,37000
Hyundai,Sonata,2019,8000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,85000
Kia,Seltos,2020,86000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,83000
Isuzu,Reward,2022,123000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,104000
Hyundai,Tucson,2007,300,Manual,Petrol,Gray,5.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,15000
Land Rover,Rover,2011,245000,Automatic,Petrol,white,,4395.0,            Drive          ,6,Perfect inside out,60000
Kia,Sorento,2015,180000,Automatic,Petrol,Other,,2500.0,            Drive          ,4,Perfect inside out,45000
Toyota,Land,2014,176000,Automatic,Petrol,white,,5700.0,            Drive          ,4,Perfect inside out,104500
Mazda,CX-9,2016,286000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,65000
Honda,Accord,2015,187000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,72000
Ford,Explorer,2010,316000,Automatic,Petrol,white,,3497.0,            Drive          ,6,Perfect inside out,19000
Toyota,Yaris,2019,113000,Automatic,Petrol,white,,1496.0,            Drive          ,4,Perfect inside out,45000
Toyota,Camry,2019,160000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,90000
Hyundai,Elantra,2016,112066,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,40000
Toyota,Corolla,2016,193000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,32500
Genesis,G80,2015,213000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,65500
Toyota,Fortuner,2019,146000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,100000
Chevrolet,Malibu,2013,121000,Automatic,Petrol,white,,1500.0,            Drive          ,6,Perfect inside out,31000
Ford,Edge,2013,137000,Automatic,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,45000
Kia,Sportage,2014,98000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,47000
Hyundai,Tucson,2017,180000,Automatic,Petrol,white,,1999.0,            Drive          ,4,Perfect inside out,61000
Chevrolet,Tahoe,2021,20000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,257000
Porsche,Panamera,2013,137000,Automatic,Petrol,white,,2995.0,            Drive          ,8,Perfect inside out,112000
Toyota,Innova,2021,20000,Automatic,Petrol,white,,1998.0,            Drive          ,4,Perfect inside out,75000
Hyundai,Grand,2016,305000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,48000
Chevrolet,Malibu,2017,99000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,50000
Haval,H9,2021,7000,Automatic,Petrol,white,,1997.0,            Drive          ,4,Perfect inside out,100000
Kia,Grand,2017,193000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,51000
Toyota,Land,2016,243000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,203000
Mazda,6,2012,150000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,26000
Kia,Cerato,2016,125000,Automatic,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,43000
Cadillac,ESCALADE,2013,167000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,8,Perfect inside out,65000
Hyundai,Azera,2018,125000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,61000
Hyundai,Grand,2016,380000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,58000
Jeep,Grand,2015,140000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,70000
Toyota,Land,2015,127000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,150000
Dodge,Durango,2017,45000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,87000
Chevrolet,Spark,2017,70000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,30000
Ford,Expedition,2014,148000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,55000
Mazda,CX-9,2016,130000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,65000
Ford,Expedition,2012,233000,Automatic,Petrol,Grey,,5400.0,            Drive          ,8,Perfect inside out,25000
Hyundai,Elantra,2018,197000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,47000
Mercedes-Benz,S-Class,2014,100000,Automatic,Petrol,white,,2999.0,            Drive          ,8,Perfect inside out,180000
Lexus,ES,2014,272000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,66500
Porsche,Panamera,2017,45000,Automatic,Petrol,white,,2995.0,            Drive          ,4,Perfect inside out,406000
Mazda,CX-9,2015,128000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,60000
Mercedes-Benz,S-Class,2015,98000,Automatic,Petrol,white,,2999.0,            Drive          ,8,Perfect inside out,220000
Ford,Flex,2013,227000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,38000
Infiniti,FX,2011,200000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,43000
GMC,Terrain,2012,295000,Automatic,Petrol,white,,3000.0,            Drive          ,6,Perfect inside out,26000
Ford,Expedition,2015,210000,Automatic,Petrol,white,,5400.0,            Drive          ,6,Perfect inside out,60000
Mazda,CX-9,2015,363000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,51000
Jeep,Grand,2019,82000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,112000
Hyundai,Elantra,2020,42000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,58500
Mercedes-Benz,E-Class,2017,122000,Automatic,Petrol,white,,3400.0,            Drive          ,4,Perfect inside out,143500
GAC,GS3,2022,46000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,48000
Toyota,Yaris,2016,350000,Automatic,Petrol,white,,1496.0,            Drive          ,4,Perfect inside out,28000
MG,RX8,2020,83000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,46000
Toyota,Corolla,2016,105000,Automatic,Petrol,White,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Toyota,Corolla,2015,114000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,12000
Kia,Optima,2016,159000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2019,88000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,40000
Hyundai,Elantra,2016,120000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2020,78000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,30000
Hyundai,Accent,2020,61000,Automatic,Petrol,White,,1591.0,            Drive          ,,Perfect inside out,35000
Hyundai,Tucson,2017,141000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2010,260000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,11000
Hyundai,Elantra,2015,190000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2004,200000,Automatic,Petrol,Blue,,2500.0,            Drive          ,,Perfect inside out,5000
Toyota,Fortuner,2015,165000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,55000
Toyota,Fortuner,2014,157000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,40000
Hyundai,Tucson,2013,300000,Automatic,Petrol,Black,,1999.0,            Drive          ,,Perfect inside out,31000
Toyota,Corolla,2013,300000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,30000
Toyota,Rav4,2017,170000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,57000
Suzuki,APV,2011,300000,Automatic,Petrol,White,,2729.2704912876643,            Drive          ,,Perfect inside out,45000
Toyota,Land,2013,260000,Automatic,Petrol,Beige,,5700.0,            Drive          ,,Perfect inside out,40000
Toyota,Fortuner,2018,130000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,45000
Mitsubishi,Lancer,2004,300000,Manual,Petrol,Silver,4.0,1300.0,            Front Wheel Drive          ,4,Perfect inside out,7500
Hyundai,Elantra,2017,155000,Automatic,Petrol,Silver,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,33000
Toyota,Camry,2004,240000,Automatic,Petrol,Silver,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,7000
Hyundai,Accent,2020,75000,Automatic,Petrol,White,4.0,1591.0,            Rear Wheel Drive          ,4,Perfect inside out,52000
Hyundai,Azera,2013,235000,Automatic,Petrol,White,,3500.0,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2008,75000,Automatic,Petrol,Black,,2500.0,            Drive          ,,Perfect inside out,35000
Hyundai,Tucson,2019,75000,Automatic,Petrol,Silver,,1999.0,            Drive          ,,Perfect inside out,45000
Hyundai,Elantra,2016,125000,Automatic,Petrol,Bronze,,1800.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2007,280000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2013,168000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,7000
